Teams,Borda Points
florida-state-seminoles,1416
oregon-ducks,1405
alabama-crimson-tide,1387
oklahoma-sooners,1357
auburn-tigers,1272
texas-am-aggies,1206
baylor-bears,1149
ucla-bruins,975
notre-dame-fighting-irish,973
michigan-state-spartans,944
ole-miss-rebels,906
mississippi-state-bulldogs,848
georgia-bulldogs,788
stanford-cardinal,643
lsu-tigers,636
usc-trojans,560
wisconsin-badgers,503
byu-cougars,453
nebraska-cornhuskers,447
ohio-state-buckeyes,300
oklahoma-state-cowboys,251
east-carolina-pirates,239
kansas-state-wildcats,217
missouri-tigers,145
tcu-horned-frogs,109
arizona-state-sun-devils,102
south-carolina-gamecocks,62
clemson-tigers,53
arizona-wildcats,43
georgia-tech-yellow-jackets,39
west-virginia-mountaineers,24
arkansas-razorbacks,18
maryland-terrapins,6
louisville-cardinals,4
washington-huskies,3
north-dakota-state-bison,3
virginia-cavaliers,1
north-carolina-state-wolfpack,1
