Teams,Borda Points
mississippi-state-bulldogs,1480
florida-state-seminoles,1433
ole-miss-rebels,1404
alabama-crimson-tide,1235
auburn-tigers,1231
oregon-ducks,1142
notre-dame-fighting-irish,1133
michigan-state-spartans,1066
georgia-bulldogs,1055
tcu-horned-frogs,962
kansas-state-wildcats,905
baylor-bears,859
ohio-state-buckeyes,757
arizona-wildcats,652
arizona-state-sun-devils,652
nebraska-cornhuskers,561
oklahoma-sooners,489
utah-utes,465
usc-trojans,394
clemson-tigers,326
west-virginia-mountaineers,305
marshall-thundering-herd,220
lsu-tigers,209
ucla-bruins,145
duke-blue-devils,137
oklahoma-state-cowboys,103
minnesota-golden-gophers,78
colorado-state-rams,18
louisville-cardinals,6
north-dakota-state-bison,5
stanford-cardinal,5
missouri-tigers,5
maryland-terrapins,4
texas-am-aggies,1
