Teams,Borda Points
florida-state-seminoles,1451
alabama-crimson-tide,1415
oregon-ducks,1362
mississippi-state-bulldogs,1267
tcu-horned-frogs,1216
baylor-bears,1212
ohio-state-buckeyes,1148
ole-miss-rebels,1046
georgia-bulldogs,932
michigan-state-spartans,924
ucla-bruins,862
kansas-state-wildcats,853
arizona-state-sun-devils,711
wisconsin-badgers,695
arizona-wildcats,682
auburn-tigers,532
georgia-tech-yellow-jackets,520
missouri-tigers,390
marshall-thundering-herd,384
utah-utes,367
nebraska-cornhuskers,309
oklahoma-sooners,231
usc-trojans,222
duke-blue-devils,99
notre-dame-fighting-irish,93
clemson-tigers,60
boise-state-broncos,41
louisville-cardinals,35
lsu-tigers,30
minnesota-golden-gophers,15
west-virginia-mountaineers,8
miami-fl-hurricanes,3
texas-am-aggies,3
arkansas-razorbacks,3
