Teams,Borda Points
alabama-crimson-tide,1402
florida-state-seminoles,1398
oregon-ducks,1368
tcu-horned-frogs,1252
baylor-bears,1223
ohio-state-buckeyes,1171
michigan-state-spartans,1029
arizona-wildcats,1009
kansas-state-wildcats,981
mississippi-state-bulldogs,928
wisconsin-badgers,894
georgia-tech-yellow-jackets,808
ole-miss-rebels,741
missouri-tigers,728
georgia-bulldogs,599
ucla-bruins,510
arizona-state-sun-devils,494
oklahoma-sooners,484
clemson-tigers,425
auburn-tigers,359
louisville-cardinals,356
lsu-tigers,174
utah-utes,99
usc-trojans,86
nebraska-cornhuskers,71
minnesota-golden-gophers,58
marshall-thundering-herd,33
memphis-tigers,31
duke-blue-devils,27
colorado-state-rams,23
air-force-falcons,10
stanford-cardinal,6
northern-illinois-huskies,5
ucf-knights,5
west-virginia-mountaineers,4
cincinnati-bearcats,2
