Teams,Borda Points
alabama-crimson-tide,1427
florida-state-seminoles,1412
oregon-ducks,1403
baylor-bears,1245
ohio-state-buckeyes,1241
tcu-horned-frogs,1235
michigan-state-spartans,1086
mississippi-state-bulldogs,1053
ole-miss-rebels,961
kansas-state-wildcats,868
georgia-tech-yellow-jackets,867
arizona-wildcats,810
georgia-bulldogs,732
ucla-bruins,661
missouri-tigers,608
arizona-state-sun-devils,599
wisconsin-badgers,552
clemson-tigers,523
louisville-cardinals,436
boise-state-broncos,408
lsu-tigers,261
utah-utes,168
usc-trojans,144
nebraska-cornhuskers,94
minnesota-golden-gophers,74
oklahoma-sooners,63
marshall-thundering-herd,45
memphis-tigers,44
duke-blue-devils,40
colorado-state-rams,16
northern-illinois-huskies,16
air-force-falcons,10
cincinnati-bearcats,8
ucf-knights,5
west-virginia-mountaineers,5
stanford-cardinal,2
