Teams,Borda Points
mississippi-state-bulldogs,1480
florida-state-seminoles,1433
ole-miss-rebels,1404
alabama-crimson-tide,1235
auburn-tigers,1231
oregon-ducks,1142
notre-dame-fighting-irish,1133
michigan-state-spartans,1066
georgia-bulldogs,1055
tcu-horned-frogs,963
kansas-state-wildcats,905
baylor-bears,859
ohio-state-buckeyes,757
arizona-state-sun-devils,648
arizona-wildcats,645
nebraska-cornhuskers,546
oklahoma-sooners,474
east-carolina-pirates,455
utah-utes,449
usc-trojans,373
west-virginia-mountaineers,295
marshall-thundering-herd,210
lsu-tigers,202
ucla-bruins,138
duke-blue-devils,131
oklahoma-state-cowboys,102
minnesota-golden-gophers,73
colorado-state-rams,16
louisville-cardinals,6
north-dakota-state-bison,5
stanford-cardinal,5
missouri-tigers,5
maryland-terrapins,4
texas-am-aggies,1
