Teams,Borda Points
ohio-state-buckeyes,1450
oregon-ducks,1378
tcu-horned-frogs,1326
alabama-crimson-tide,1275
michigan-state-spartans,1192
florida-state-seminoles,1191
baylor-bears,1080
georgia-tech-yellow-jackets,1055
georgia-bulldogs,911
ucla-bruins,890
mississippi-state-bulldogs,758
arizona-state-sun-devils,754
wisconsin-badgers,721
missouri-tigers,712
clemson-tigers,684
boise-state-broncos,651
ole-miss-rebels,555
kansas-state-wildcats,534
usc-trojans,355
utah-utes,344
auburn-tigers,251
marshall-thundering-herd,200
louisville-cardinals,152
memphis-tigers,124
stanford-cardinal,41
notre-dame-fighting-irish,39
nebraska-cornhuskers,29
duke-blue-devils,28
air-force-falcons,28
lsu-tigers,17
arkansas-razorbacks,15
utah-state-aggies,14
minnesota-golden-gophers,12
oklahoma-sooners,9
texas-am-aggies,9
northern-illinois-huskies,5
colorado-state-rams,4
