Teams,Borda Points
florida-state-seminoles,1464
oregon-ducks,1419
alabama-crimson-tide,1346
oklahoma-sooners,1321
georgia-bulldogs,1243
texas-am-aggies,1148
baylor-bears,1094
usc-trojans,1093
lsu-tigers,1082
notre-dame-fighting-irish,874
ucla-bruins,837
michigan-state-spartans,809
ole-miss-rebels,763
stanford-cardinal,652
arizona-state-sun-devils,629
virginia-tech-hokies,586
wisconsin-badgers,439
kansas-state-wildcats,335
missouri-tigers,281
louisville-cardinals,276
ohio-state-buckeyes,265
clemson-tigers,248
south-carolina-gamecocks,238
byu-cougars,208
nebraska-cornhuskers,184
north-carolina-tar-heels,140
oklahoma-state-cowboys,113
florida-gators,87
duke-blue-devils,59
penn-state-nittany-lions,42
mississippi-state-bulldogs,36
tcu-horned-frogs,36
marshall-thundering-herd,25
tennessee-volunteers,16
iowa-hawkeyes,13
cincinnati-bearcats,8
washington-huskies,7
west-virginia-mountaineers,7
texas-tech-red-raiders,4
pittsburgh-panthers,4
north-dakota-state-bison,4
utah-utes,3
arizona-wildcats,2
