Teams,Borda Points
florida-state-seminoles,1433
alabama-crimson-tide,1421
oregon-ducks,1370
mississippi-state-bulldogs,1279
baylor-bears,1214
tcu-horned-frogs,1212
ohio-state-buckeyes,1144
georgia-bulldogs,985
ucla-bruins,982
michigan-state-spartans,954
kansas-state-wildcats,884
arizona-wildcats,798
arizona-state-sun-devils,782
wisconsin-badgers,756
auburn-tigers,617
missouri-tigers,555
ole-miss-rebels,434
marshall-thundering-herd,417
oklahoma-sooners,407
colorado-state-rams,390
minnesota-golden-gophers,280
clemson-tigers,249
louisville-cardinals,242
boise-state-broncos,132
arkansas-razorbacks,53
lsu-tigers,47
utah-utes,22
nebraska-cornhuskers,21
duke-blue-devils,12
usc-trojans,10
memphis-tigers,6
texas-am-aggies,3
west-virginia-mountaineers,3
ucf-knights,2
