Teams,Borda Points
alabama-crimson-tide,1402
florida-state-seminoles,1398
oregon-ducks,1368
tcu-horned-frogs,1252
baylor-bears,1223
ohio-state-buckeyes,1171
michigan-state-spartans,1029
arizona-wildcats,1009
kansas-state-wildcats,981
mississippi-state-bulldogs,927
wisconsin-badgers,894
georgia-tech-yellow-jackets,808
ole-miss-rebels,741
missouri-tigers,727
georgia-bulldogs,595
ucla-bruins,506
arizona-state-sun-devils,488
oklahoma-sooners,478
clemson-tigers,414
auburn-tigers,354
louisville-cardinals,344
boise-state-broncos,267
lsu-tigers,151
utah-utes,83
usc-trojans,64
minnesota-golden-gophers,47
marshall-thundering-herd,24
duke-blue-devils,23
memphis-tigers,22
colorado-state-rams,19
air-force-falcons,9
northern-illinois-huskies,4
stanford-cardinal,4
west-virginia-mountaineers,4
ucf-knights,3
cincinnati-bearcats,1
