Teams,Borda Points
florida-state-seminoles,1416
oregon-ducks,1405
alabama-crimson-tide,1387
oklahoma-sooners,1357
auburn-tigers,1272
texas-am-aggies,1206
baylor-bears,1149
ucla-bruins,975
notre-dame-fighting-irish,972
michigan-state-spartans,944
ole-miss-rebels,906
mississippi-state-bulldogs,848
georgia-bulldogs,788
stanford-cardinal,644
lsu-tigers,639
usc-trojans,567
wisconsin-badgers,509
byu-cougars,462
nebraska-cornhuskers,456
ohio-state-buckeyes,317
oklahoma-state-cowboys,270
kansas-state-wildcats,235
missouri-tigers,162
tcu-horned-frogs,124
arizona-state-sun-devils,111
south-carolina-gamecocks,68
clemson-tigers,61
marshall-thundering-herd,48
arizona-wildcats,45
georgia-tech-yellow-jackets,43
west-virginia-mountaineers,24
arkansas-razorbacks,19
maryland-terrapins,6
louisville-cardinals,5
north-dakota-state-bison,3
washington-huskies,2
north-carolina-state-wolfpack,2
virginia-cavaliers,1
