Teams,Borda Points
mississippi-state-bulldogs,1484
florida-state-seminoles,1452
auburn-tigers,1345
alabama-crimson-tide,1281
oregon-ducks,1275
tcu-horned-frogs,1148
michigan-state-spartans,1120
notre-dame-fighting-irish,1096
kansas-state-wildcats,1049
baylor-bears,961
arizona-state-sun-devils,831
ole-miss-rebels,828
ohio-state-buckeyes,780
lsu-tigers,718
nebraska-cornhuskers,680
oklahoma-sooners,574
georgia-bulldogs,466
ucla-bruins,466
clemson-tigers,343
utah-utes,330
arizona-wildcats,328
duke-blue-devils,291
marshall-thundering-herd,244
west-virginia-mountaineers,161
wisconsin-badgers,91
usc-trojans,48
missouri-tigers,45
georgia-tech-yellow-jackets,18
louisville-cardinals,7
north-dakota-state-bison,6
stanford-cardinal,4
florida-gators,1
texas-am-aggies,1
