Teams,Borda Points
alabama-crimson-tide,1427
florida-state-seminoles,1412
oregon-ducks,1403
baylor-bears,1245
ohio-state-buckeyes,1241
tcu-horned-frogs,1235
michigan-state-spartans,1086
mississippi-state-bulldogs,1052
ole-miss-rebels,959
kansas-state-wildcats,869
georgia-tech-yellow-jackets,867
arizona-wildcats,809
georgia-bulldogs,735
ucla-bruins,654
missouri-tigers,599
arizona-state-sun-devils,596
wisconsin-badgers,546
clemson-tigers,514
auburn-tigers,450
louisville-cardinals,424
lsu-tigers,253
utah-utes,165
usc-trojans,143
nebraska-cornhuskers,94
minnesota-golden-gophers,71
oklahoma-sooners,64
marshall-thundering-herd,51
memphis-tigers,46
duke-blue-devils,41
colorado-state-rams,19
northern-illinois-huskies,17
air-force-falcons,10
cincinnati-bearcats,8
ucf-knights,6
west-virginia-mountaineers,4
stanford-cardinal,2
