Teams,Borda Points
mississippi-state-bulldogs,1486
florida-state-seminoles,1453
alabama-crimson-tide,1290
auburn-tigers,1267
oregon-ducks,1199
notre-dame-fighting-irish,1161
ole-miss-rebels,1096
michigan-state-spartans,1086
georgia-bulldogs,1074
tcu-horned-frogs,1030
kansas-state-wildcats,930
baylor-bears,842
ohio-state-buckeyes,683
arizona-wildcats,680
arizona-state-sun-devils,675
lsu-tigers,583
nebraska-cornhuskers,548
utah-utes,536
oklahoma-sooners,443
east-carolina-pirates,399
clemson-tigers,307
marshall-thundering-herd,224
duke-blue-devils,162
ucla-bruins,144
colorado-state-rams,43
usc-trojans,33
wisconsin-badgers,22
stanford-cardinal,14
louisville-cardinals,12
missouri-tigers,10
north-dakota-state-bison,5
oklahoma-state-cowboys,3
