Teams,Borda Points
florida-state-seminoles,1440
oregon-ducks,1399
alabama-crimson-tide,1379
oklahoma-sooners,1346
auburn-tigers,1275
texas-am-aggies,1248
notre-dame-fighting-irish,1023
michigan-state-spartans,960
ole-miss-rebels,946
ucla-bruins,862
georgia-bulldogs,847
south-carolina-gamecocks,821
arizona-state-sun-devils,761
mississippi-state-bulldogs,760
stanford-cardinal,622
lsu-tigers,598
usc-trojans,515
wisconsin-badgers,507
byu-cougars,436
nebraska-cornhuskers,344
ohio-state-buckeyes,240
east-carolina-pirates,226
kansas-state-wildcats,160
oklahoma-state-cowboys,155
duke-blue-devils,116
penn-state-nittany-lions,99
clemson-tigers,63
marshall-thundering-herd,43
utah-utes,39
tcu-horned-frogs,39
washington-huskies,38
georgia-tech-yellow-jackets,30
boston-college-eagles,23
west-virginia-mountaineers,18
cincinnati-bearcats,14
arizona-wildcats,13
arkansas-razorbacks,13
missouri-tigers,8
oregon-state-beavers,6
north-dakota-state-bison,4
indiana-hoosiers,2
pittsburgh-panthers,2
