Teams,Borda Points
alabama-crimson-tide,1427
florida-state-seminoles,1412
oregon-ducks,1403
baylor-bears,1245
ohio-state-buckeyes,1241
tcu-horned-frogs,1235
michigan-state-spartans,1086
mississippi-state-bulldogs,1053
ole-miss-rebels,959
georgia-tech-yellow-jackets,866
kansas-state-wildcats,865
arizona-wildcats,808
georgia-bulldogs,732
ucla-bruins,659
arizona-state-sun-devils,599
missouri-tigers,597
wisconsin-badgers,549
clemson-tigers,511
auburn-tigers,460
boise-state-broncos,397
lsu-tigers,258
utah-utes,169
usc-trojans,147
nebraska-cornhuskers,94
minnesota-golden-gophers,74
oklahoma-sooners,64
marshall-thundering-herd,50
memphis-tigers,47
duke-blue-devils,42
colorado-state-rams,19
northern-illinois-huskies,17
air-force-falcons,10
cincinnati-bearcats,8
ucf-knights,6
west-virginia-mountaineers,5
stanford-cardinal,2
