Teams,Borda Points
mississippi-state-bulldogs,1480
florida-state-seminoles,1415
ole-miss-rebels,1413
baylor-bears,1317
notre-dame-fighting-irish,1228
auburn-tigers,1144
alabama-crimson-tide,1068
michigan-state-spartans,1015
oregon-ducks,1014
georgia-bulldogs,981
oklahoma-sooners,935
tcu-horned-frogs,917
ohio-state-buckeyes,648
kansas-state-wildcats,626
oklahoma-state-cowboys,620
arizona-wildcats,590
arizona-state-sun-devils,459
east-carolina-pirates,449
nebraska-cornhuskers,402
utah-utes,305
texas-am-aggies,264
usc-trojans,258
stanford-cardinal,223
clemson-tigers,188
marshall-thundering-herd,149
ucla-bruins,110
lsu-tigers,67
duke-blue-devils,45
minnesota-golden-gophers,36
kentucky-wildcats,36
west-virginia-mountaineers,27
washington-huskies,22
georgia-tech-yellow-jackets,11
arkansas-razorbacks,10
louisville-cardinals,7
rutgers-scarlet-knights,7
iowa-hawkeyes,6
colorado-state-rams,3
south-carolina-gamecocks,1
virginia-cavaliers,1
wisconsin-badgers,1
