Teams,Borda Points
mississippi-state-bulldogs,1463
florida-state-seminoles,1422
oregon-ducks,1312
alabama-crimson-tide,1303
tcu-horned-frogs,1252
baylor-bears,1173
arizona-state-sun-devils,1123
ohio-state-buckeyes,1069
auburn-tigers,964
ole-miss-rebels,932
nebraska-cornhuskers,820
michigan-state-spartans,775
kansas-state-wildcats,739
ucla-bruins,679
notre-dame-fighting-irish,633
georgia-bulldogs,624
clemson-tigers,480
duke-blue-devils,459
lsu-tigers,458
marshall-thundering-herd,329
wisconsin-badgers,262
colorado-state-rams,162
georgia-tech-yellow-jackets,162
texas-am-aggies,106
utah-utes,106
oklahoma-sooners,100
missouri-tigers,85
usc-trojans,56
minnesota-golden-gophers,37
louisville-cardinals,16
west-virginia-mountaineers,6
stanford-cardinal,4
miami-fl-hurricanes,2
georgia-southern-eagles,2
boise-state-broncos,2
