Teams,Borda Points
florida-state-seminoles,1451
alabama-crimson-tide,1415
oregon-ducks,1362
mississippi-state-bulldogs,1267
tcu-horned-frogs,1216
baylor-bears,1212
ohio-state-buckeyes,1148
ole-miss-rebels,1046
georgia-bulldogs,937
michigan-state-spartans,934
ucla-bruins,869
kansas-state-wildcats,868
wisconsin-badgers,727
arizona-wildcats,713
auburn-tigers,574
georgia-tech-yellow-jackets,564
marshall-thundering-herd,423
missouri-tigers,419
utah-utes,397
nebraska-cornhuskers,335
colorado-state-rams,327
oklahoma-sooners,245
usc-trojans,239
duke-blue-devils,112
notre-dame-fighting-irish,97
clemson-tigers,68
boise-state-broncos,42
louisville-cardinals,38
lsu-tigers,35
minnesota-golden-gophers,16
west-virginia-mountaineers,9
miami-fl-hurricanes,4
texas-am-aggies,4
arkansas-razorbacks,3
