Teams,Borda Points
florida-state-seminoles,1416
oregon-ducks,1405
alabama-crimson-tide,1387
oklahoma-sooners,1357
auburn-tigers,1272
texas-am-aggies,1206
baylor-bears,1149
ucla-bruins,975
notre-dame-fighting-irish,973
michigan-state-spartans,948
ole-miss-rebels,907
mississippi-state-bulldogs,855
georgia-bulldogs,794
stanford-cardinal,655
lsu-tigers,649
usc-trojans,576
wisconsin-badgers,523
byu-cougars,477
ohio-state-buckeyes,337
oklahoma-state-cowboys,289
east-carolina-pirates,274
kansas-state-wildcats,252
missouri-tigers,175
tcu-horned-frogs,129
arizona-state-sun-devils,118
south-carolina-gamecocks,72
clemson-tigers,64
arizona-wildcats,53
marshall-thundering-herd,46
georgia-tech-yellow-jackets,45
west-virginia-mountaineers,24
arkansas-razorbacks,20
maryland-terrapins,8
louisville-cardinals,6
north-dakota-state-bison,3
virginia-cavaliers,2
washington-huskies,2
north-carolina-state-wolfpack,2
