Teams,Borda Points
mississippi-state-bulldogs,1463
florida-state-seminoles,1422
oregon-ducks,1312
alabama-crimson-tide,1303
tcu-horned-frogs,1252
baylor-bears,1173
arizona-state-sun-devils,1123
ohio-state-buckeyes,1068
auburn-tigers,965
ole-miss-rebels,933
nebraska-cornhuskers,818
michigan-state-spartans,773
kansas-state-wildcats,738
ucla-bruins,687
notre-dame-fighting-irish,634
georgia-bulldogs,622
arizona-wildcats,487
clemson-tigers,468
lsu-tigers,451
marshall-thundering-herd,324
wisconsin-badgers,262
georgia-tech-yellow-jackets,164
colorado-state-rams,160
texas-am-aggies,104
utah-utes,102
oklahoma-sooners,97
missouri-tigers,86
usc-trojans,55
minnesota-golden-gophers,38
louisville-cardinals,15
west-virginia-mountaineers,7
stanford-cardinal,5
miami-fl-hurricanes,2
georgia-southern-eagles,2
boise-state-broncos,2
