Teams,Borda Points
mississippi-state-bulldogs,1463
florida-state-seminoles,1422
oregon-ducks,1312
alabama-crimson-tide,1303
tcu-horned-frogs,1252
baylor-bears,1173
arizona-state-sun-devils,1123
ohio-state-buckeyes,1068
auburn-tigers,964
ole-miss-rebels,932
nebraska-cornhuskers,816
michigan-state-spartans,770
kansas-state-wildcats,733
ucla-bruins,678
notre-dame-fighting-irish,619
georgia-bulldogs,611
arizona-wildcats,466
clemson-tigers,452
duke-blue-devils,431
lsu-tigers,429
marshall-thundering-herd,295
wisconsin-badgers,230
georgia-tech-yellow-jackets,143
utah-utes,91
texas-am-aggies,89
oklahoma-sooners,85
missouri-tigers,75
usc-trojans,49
minnesota-golden-gophers,34
louisville-cardinals,12
west-virginia-mountaineers,6
stanford-cardinal,4
georgia-southern-eagles,2
boise-state-broncos,2
miami-fl-hurricanes,1
