Teams,Borda Points
florida-state-seminoles,1439
oregon-ducks,1398
alabama-crimson-tide,1378
oklahoma-sooners,1344
auburn-tigers,1268
texas-am-aggies,1232
baylor-bears,1143
notre-dame-fighting-irish,967
michigan-state-spartans,905
ole-miss-rebels,889
ucla-bruins,807
georgia-bulldogs,789
south-carolina-gamecocks,765
mississippi-state-bulldogs,706
arizona-state-sun-devils,702
stanford-cardinal,565
lsu-tigers,542
usc-trojans,461
wisconsin-badgers,452
byu-cougars,383
nebraska-cornhuskers,301
ohio-state-buckeyes,200
east-carolina-pirates,188
oklahoma-state-cowboys,136
kansas-state-wildcats,135
penn-state-nittany-lions,84
clemson-tigers,51
marshall-thundering-herd,36
tcu-horned-frogs,35
utah-utes,34
washington-huskies,31
georgia-tech-yellow-jackets,23
boston-college-eagles,19
west-virginia-mountaineers,16
cincinnati-bearcats,12
arkansas-razorbacks,10
arizona-wildcats,9
oregon-state-beavers,5
missouri-tigers,5
north-dakota-state-bison,3
indiana-hoosiers,1
pittsburgh-panthers,1
