Teams,Borda Points
alabama-crimson-tide,1375
oregon-ducks,1368
oklahoma-sooners,1338
auburn-tigers,1244
georgia-bulldogs,1170
michigan-state-spartans,1152
ohio-state-buckeyes,1041
texas-am-aggies,1034
baylor-bears,1020
ucla-bruins,1003
lsu-tigers,984
stanford-cardinal,945
usc-trojans,788
ole-miss-rebels,583
notre-dame-fighting-irish,574
arizona-state-sun-devils,486
wisconsin-badgers,414
nebraska-cornhuskers,400
kansas-state-wildcats,373
south-carolina-gamecocks,235
north-carolina-tar-heels,233
clemson-tigers,197
missouri-tigers,179
louisville-cardinals,175
texas-longhorns,152
oklahoma-state-cowboys,115
duke-blue-devils,80
penn-state-nittany-lions,61
florida-gators,61
mississippi-state-bulldogs,58
michigan-wolverines,48
washington-huskies,40
tcu-horned-frogs,34
byu-cougars,26
marshall-thundering-herd,24
iowa-hawkeyes,23
virginia-tech-hokies,19
tennessee-volunteers,16
cincinnati-bearcats,11
texas-tech-red-raiders,9
west-virginia-mountaineers,8
rutgers-scarlet-knights,7
arizona-wildcats,6
north-dakota-state-bison,3
louisiana-lafayette-ragin-cajuns,2
pittsburgh-panthers,2
