Teams,Borda Points
florida-state-seminoles,1496
alabama-crimson-tide,1361
oregon-ducks,1334
oklahoma-sooners,1324
ohio-state-buckeyes,1207
auburn-tigers,1198
ucla-bruins,1106
michigan-state-spartans,1080
south-carolina-gamecocks,1015
baylor-bears,966
stanford-cardinal,885
georgia-bulldogs,843
lsu-tigers,777
wisconsin-badgers,637
usc-trojans,626
clemson-tigers,539
notre-dame-fighting-irish,447
ole-miss-rebels,426
arizona-state-sun-devils,358
kansas-state-wildcats,244
texas-am-aggies,243
nebraska-cornhuskers,229
north-carolina-tar-heels,198
missouri-tigers,138
washington-huskies,137
ucf-knights,94
florida-gators,90
duke-blue-devils,77
iowa-hawkeyes,73
louisville-cardinals,51
marshall-thundering-herd,43
oklahoma-state-cowboys,37
virginia-tech-hokies,26
mississippi-state-bulldogs,24
tcu-horned-frogs,23
michigan-wolverines,21
texas-tech-red-raiders,19
miami-fl-hurricanes,17
cincinnati-bearcats,15
oregon-state-beavers,11
boise-state-broncos,10
byu-cougars,9
northwestern-wildcats,8
penn-state-nittany-lions,6
navy-midshipmen,3
louisiana-lafayette-ragin-cajuns,2
vanderbilt-commodores,2
utah-state-aggies,1
nevada-wolf-pack,1
