Teams,Borda Points
florida-state-seminoles,1451
alabama-crimson-tide,1415
oregon-ducks,1362
mississippi-state-bulldogs,1267
tcu-horned-frogs,1216
baylor-bears,1212
ohio-state-buckeyes,1148
ole-miss-rebels,1046
georgia-bulldogs,932
michigan-state-spartans,925
ucla-bruins,863
kansas-state-wildcats,854
arizona-state-sun-devils,716
wisconsin-badgers,698
arizona-wildcats,685
auburn-tigers,539
georgia-tech-yellow-jackets,525
marshall-thundering-herd,401
utah-utes,370
nebraska-cornhuskers,313
colorado-state-rams,307
usc-trojans,230
oklahoma-sooners,229
duke-blue-devils,111
notre-dame-fighting-irish,93
clemson-tigers,66
boise-state-broncos,42
louisville-cardinals,36
lsu-tigers,34
minnesota-golden-gophers,14
west-virginia-mountaineers,8
miami-fl-hurricanes,4
texas-am-aggies,4
arkansas-razorbacks,2
