Teams,Borda Points
florida-state-seminoles,1439
oregon-ducks,1398
alabama-crimson-tide,1378
oklahoma-sooners,1344
auburn-tigers,1269
texas-am-aggies,1232
baylor-bears,1148
notre-dame-fighting-irish,988
ole-miss-rebels,920
ucla-bruins,840
georgia-bulldogs,831
south-carolina-gamecocks,811
arizona-state-sun-devils,748
mississippi-state-bulldogs,743
stanford-cardinal,616
lsu-tigers,595
usc-trojans,512
wisconsin-badgers,506
byu-cougars,433
nebraska-cornhuskers,340
ohio-state-buckeyes,240
east-carolina-pirates,226
kansas-state-wildcats,159
oklahoma-state-cowboys,155
duke-blue-devils,116
penn-state-nittany-lions,98
clemson-tigers,63
marshall-thundering-herd,43
utah-utes,39
tcu-horned-frogs,39
washington-huskies,38
georgia-tech-yellow-jackets,30
boston-college-eagles,23
west-virginia-mountaineers,18
cincinnati-bearcats,14
arizona-wildcats,13
arkansas-razorbacks,13
missouri-tigers,8
oregon-state-beavers,6
north-dakota-state-bison,4
indiana-hoosiers,2
pittsburgh-panthers,2
