Teams,Borda Points
alabama-crimson-tide,1427
florida-state-seminoles,1412
oregon-ducks,1403
baylor-bears,1245
ohio-state-buckeyes,1241
tcu-horned-frogs,1235
michigan-state-spartans,1086
mississippi-state-bulldogs,1052
ole-miss-rebels,959
georgia-tech-yellow-jackets,864
kansas-state-wildcats,864
arizona-wildcats,806
georgia-bulldogs,729
ucla-bruins,648
missouri-tigers,592
arizona-state-sun-devils,589
wisconsin-badgers,536
clemson-tigers,502
auburn-tigers,443
louisville-cardinals,402
boise-state-broncos,368
lsu-tigers,228
usc-trojans,134
nebraska-cornhuskers,83
minnesota-golden-gophers,64
oklahoma-sooners,58
marshall-thundering-herd,43
duke-blue-devils,35
memphis-tigers,35
colorado-state-rams,16
northern-illinois-huskies,13
air-force-falcons,7
cincinnati-bearcats,7
ucf-knights,4
west-virginia-mountaineers,4
stanford-cardinal,2
