Teams,Borda Points
florida-state-seminoles,1439
oregon-ducks,1398
alabama-crimson-tide,1378
oklahoma-sooners,1344
auburn-tigers,1268
texas-am-aggies,1232
baylor-bears,1143
notre-dame-fighting-irish,975
michigan-state-spartans,918
ole-miss-rebels,901
ucla-bruins,820
georgia-bulldogs,815
south-carolina-gamecocks,796
mississippi-state-bulldogs,737
stanford-cardinal,603
lsu-tigers,584
usc-trojans,504
wisconsin-badgers,493
byu-cougars,425
nebraska-cornhuskers,336
ohio-state-buckeyes,237
east-carolina-pirates,224
kansas-state-wildcats,159
oklahoma-state-cowboys,152
duke-blue-devils,116
penn-state-nittany-lions,98
clemson-tigers,62
marshall-thundering-herd,43
utah-utes,37
washington-huskies,37
tcu-horned-frogs,37
georgia-tech-yellow-jackets,29
boston-college-eagles,23
west-virginia-mountaineers,17
cincinnati-bearcats,14
arkansas-razorbacks,13
arizona-wildcats,12
missouri-tigers,8
oregon-state-beavers,6
north-dakota-state-bison,4
indiana-hoosiers,2
pittsburgh-panthers,2
