Teams,Borda Points
florida-state-seminoles,1465
auburn-tigers,1459
mississippi-state-bulldogs,1351
baylor-bears,1294
notre-dame-fighting-irish,1238
alabama-crimson-tide,1120
michigan-state-spartans,1040
tcu-horned-frogs,1038
arizona-wildcats,1010
oklahoma-sooners,964
oregon-ducks,948
georgia-bulldogs,914
texas-am-aggies,790
ohio-state-buckeyes,591
oklahoma-state-cowboys,585
kansas-state-wildcats,544
ucla-bruins,518
east-carolina-pirates,400
arizona-state-sun-devils,378
nebraska-cornhuskers,330
georgia-tech-yellow-jackets,283
missouri-tigers,255
utah-utes,242
stanford-cardinal,179
clemson-tigers,117
marshall-thundering-herd,97
usc-trojans,75
lsu-tigers,46
louisville-cardinals,46
byu-cougars,35
west-virginia-mountaineers,21
arkansas-razorbacks,17
california-golden-bears,9
wisconsin-badgers,9
kentucky-wildcats,8
penn-state-nittany-lions,7
rutgers-scarlet-knights,6
north-dakota-state-bison,4
minnesota-golden-gophers,3
virginia-cavaliers,2
south-carolina-gamecocks,2
