Teams,Borda Points
florida-state-seminoles,1461
auburn-tigers,1459
ole-miss-rebels,1320
mississippi-state-bulldogs,1320
baylor-bears,1258
notre-dame-fighting-irish,1186
alabama-crimson-tide,1060
michigan-state-spartans,981
tcu-horned-frogs,980
arizona-wildcats,952
oklahoma-sooners,905
oregon-ducks,889
georgia-bulldogs,854
texas-am-aggies,735
ohio-state-buckeyes,544
oklahoma-state-cowboys,541
kansas-state-wildcats,501
ucla-bruins,477
arizona-state-sun-devils,350
nebraska-cornhuskers,306
georgia-tech-yellow-jackets,264
missouri-tigers,238
utah-utes,225
stanford-cardinal,168
clemson-tigers,112
marshall-thundering-herd,91
usc-trojans,70
louisville-cardinals,43
lsu-tigers,41
byu-cougars,32
west-virginia-mountaineers,19
arkansas-razorbacks,15
wisconsin-badgers,9
california-golden-bears,8
kentucky-wildcats,8
penn-state-nittany-lions,7
rutgers-scarlet-knights,6
north-dakota-state-bison,4
minnesota-golden-gophers,2
south-carolina-gamecocks,2
virginia-cavaliers,1
