Teams,Borda Points
florida-state-seminoles,1433
alabama-crimson-tide,1421
oregon-ducks,1370
mississippi-state-bulldogs,1279
baylor-bears,1214
tcu-horned-frogs,1212
ohio-state-buckeyes,1144
georgia-bulldogs,985
ucla-bruins,983
michigan-state-spartans,954
kansas-state-wildcats,884
arizona-wildcats,797
arizona-state-sun-devils,783
wisconsin-badgers,756
auburn-tigers,609
georgia-tech-yellow-jackets,589
ole-miss-rebels,432
marshall-thundering-herd,410
oklahoma-sooners,404
colorado-state-rams,384
minnesota-golden-gophers,277
clemson-tigers,245
louisville-cardinals,241
boise-state-broncos,132
arkansas-razorbacks,52
lsu-tigers,47
utah-utes,22
nebraska-cornhuskers,21
duke-blue-devils,12
usc-trojans,10
memphis-tigers,6
texas-am-aggies,3
west-virginia-mountaineers,3
ucf-knights,2
