Teams,Borda Points
alabama-crimson-tide,1402
florida-state-seminoles,1398
oregon-ducks,1368
tcu-horned-frogs,1252
baylor-bears,1224
ohio-state-buckeyes,1175
michigan-state-spartans,1050
arizona-wildcats,1027
kansas-state-wildcats,1007
wisconsin-badgers,930
georgia-tech-yellow-jackets,853
ole-miss-rebels,785
missouri-tigers,775
georgia-bulldogs,652
ucla-bruins,560
arizona-state-sun-devils,541
oklahoma-sooners,530
clemson-tigers,470
auburn-tigers,402
louisville-cardinals,397
boise-state-broncos,317
lsu-tigers,186
utah-utes,107
usc-trojans,93
nebraska-cornhuskers,77
minnesota-golden-gophers,63
marshall-thundering-herd,34
memphis-tigers,31
duke-blue-devils,29
colorado-state-rams,24
air-force-falcons,10
stanford-cardinal,6
northern-illinois-huskies,5
ucf-knights,5
west-virginia-mountaineers,5
cincinnati-bearcats,2
