Teams,Borda Points
florida-state-seminoles,1456
alabama-crimson-tide,1317
oregon-ducks,1314
oklahoma-sooners,1283
auburn-tigers,1186
georgia-bulldogs,1114
michigan-state-spartans,1093
ohio-state-buckeyes,982
texas-am-aggies,978
baylor-bears,962
ucla-bruins,944
lsu-tigers,926
stanford-cardinal,886
usc-trojans,730
ole-miss-rebels,526
notre-dame-fighting-irish,524
arizona-state-sun-devils,434
wisconsin-badgers,366
nebraska-cornhuskers,354
kansas-state-wildcats,326
south-carolina-gamecocks,200
north-carolina-tar-heels,198
clemson-tigers,166
missouri-tigers,148
louisville-cardinals,145
texas-longhorns,127
oklahoma-state-cowboys,95
penn-state-nittany-lions,50
mississippi-state-bulldogs,50
florida-gators,50
michigan-wolverines,39
tcu-horned-frogs,30
washington-huskies,28
byu-cougars,21
iowa-hawkeyes,19
marshall-thundering-herd,18
virginia-tech-hokies,17
tennessee-volunteers,14
cincinnati-bearcats,9
texas-tech-red-raiders,7
west-virginia-mountaineers,7
rutgers-scarlet-knights,6
arizona-wildcats,4
louisiana-lafayette-ragin-cajuns,2
pittsburgh-panthers,2
north-dakota-state-bison,2
