Teams,Borda Points
mississippi-state-bulldogs,1480
florida-state-seminoles,1415
ole-miss-rebels,1413
baylor-bears,1317
notre-dame-fighting-irish,1228
auburn-tigers,1144
alabama-crimson-tide,1068
michigan-state-spartans,1015
oregon-ducks,1014
georgia-bulldogs,982
oklahoma-sooners,935
tcu-horned-frogs,918
ohio-state-buckeyes,654
kansas-state-wildcats,634
oklahoma-state-cowboys,623
arizona-wildcats,598
arizona-state-sun-devils,473
east-carolina-pirates,462
nebraska-cornhuskers,412
utah-utes,318
usc-trojans,282
stanford-cardinal,246
clemson-tigers,204
marshall-thundering-herd,161
ucla-bruins,129
lsu-tigers,77
duke-blue-devils,52
minnesota-golden-gophers,42
kentucky-wildcats,42
west-virginia-mountaineers,31
washington-huskies,23
georgia-tech-yellow-jackets,14
arkansas-razorbacks,11
louisville-cardinals,8
rutgers-scarlet-knights,8
iowa-hawkeyes,7
colorado-state-rams,5
north-dakota-state-bison,3
south-carolina-gamecocks,2
virginia-cavaliers,2
wisconsin-badgers,2
