Teams,Borda Points
alabama-crimson-tide,1427
florida-state-seminoles,1412
oregon-ducks,1403
baylor-bears,1245
ohio-state-buckeyes,1241
tcu-horned-frogs,1235
michigan-state-spartans,1086
mississippi-state-bulldogs,1053
ole-miss-rebels,963
kansas-state-wildcats,870
georgia-tech-yellow-jackets,868
arizona-wildcats,817
georgia-bulldogs,746
ucla-bruins,677
arizona-state-sun-devils,622
wisconsin-badgers,563
clemson-tigers,542
auburn-tigers,477
louisville-cardinals,450
boise-state-broncos,410
lsu-tigers,260
utah-utes,168
usc-trojans,144
nebraska-cornhuskers,96
minnesota-golden-gophers,76
oklahoma-sooners,64
marshall-thundering-herd,50
memphis-tigers,47
duke-blue-devils,41
colorado-state-rams,18
northern-illinois-huskies,16
air-force-falcons,10
cincinnati-bearcats,8
ucf-knights,6
west-virginia-mountaineers,5
stanford-cardinal,2
