Teams,Borda Points
alabama-crimson-tide,1427
florida-state-seminoles,1412
oregon-ducks,1403
baylor-bears,1245
ohio-state-buckeyes,1241
tcu-horned-frogs,1235
michigan-state-spartans,1086
mississippi-state-bulldogs,1052
ole-miss-rebels,959
georgia-tech-yellow-jackets,864
kansas-state-wildcats,864
arizona-wildcats,806
georgia-bulldogs,729
ucla-bruins,648
missouri-tigers,590
arizona-state-sun-devils,589
wisconsin-badgers,534
clemson-tigers,502
auburn-tigers,444
louisville-cardinals,401
boise-state-broncos,363
lsu-tigers,221
utah-utes,132
usc-trojans,113
nebraska-cornhuskers,77
minnesota-golden-gophers,59
oklahoma-sooners,48
memphis-tigers,35
duke-blue-devils,34
colorado-state-rams,15
northern-illinois-huskies,11
air-force-falcons,7
cincinnati-bearcats,5
ucf-knights,4
west-virginia-mountaineers,4
stanford-cardinal,1
