Teams,Borda Points
florida-state-seminoles,1463
oregon-ducks,1415
alabama-crimson-tide,1334
oklahoma-sooners,1303
auburn-tigers,1237
georgia-bulldogs,1208
texas-am-aggies,1113
baylor-bears,1051
usc-trojans,1047
lsu-tigers,1037
notre-dame-fighting-irish,838
michigan-state-spartans,785
ole-miss-rebels,738
stanford-cardinal,639
arizona-state-sun-devils,614
virginia-tech-hokies,569
wisconsin-badgers,433
kansas-state-wildcats,331
missouri-tigers,280
louisville-cardinals,272
ohio-state-buckeyes,265
clemson-tigers,246
south-carolina-gamecocks,237
byu-cougars,202
nebraska-cornhuskers,183
north-carolina-tar-heels,140
oklahoma-state-cowboys,112
florida-gators,85
duke-blue-devils,59
penn-state-nittany-lions,42
tcu-horned-frogs,36
mississippi-state-bulldogs,35
marshall-thundering-herd,25
tennessee-volunteers,15
iowa-hawkeyes,13
cincinnati-bearcats,8
washington-huskies,7
west-virginia-mountaineers,7
texas-tech-red-raiders,4
pittsburgh-panthers,4
north-dakota-state-bison,4
utah-utes,3
arizona-wildcats,2
