Teams,Borda Points
florida-state-seminoles,1416
oregon-ducks,1405
alabama-crimson-tide,1387
oklahoma-sooners,1357
auburn-tigers,1272
texas-am-aggies,1206
baylor-bears,1149
ucla-bruins,975
notre-dame-fighting-irish,972
michigan-state-spartans,944
ole-miss-rebels,908
mississippi-state-bulldogs,851
georgia-bulldogs,790
stanford-cardinal,645
lsu-tigers,642
usc-trojans,566
wisconsin-badgers,512
byu-cougars,468
nebraska-cornhuskers,456
oklahoma-state-cowboys,277
east-carolina-pirates,262
kansas-state-wildcats,242
missouri-tigers,169
tcu-horned-frogs,126
arizona-state-sun-devils,116
south-carolina-gamecocks,70
clemson-tigers,61
arizona-wildcats,51
marshall-thundering-herd,45
georgia-tech-yellow-jackets,43
west-virginia-mountaineers,24
arkansas-razorbacks,19
maryland-terrapins,8
louisville-cardinals,6
north-dakota-state-bison,3
virginia-cavaliers,2
washington-huskies,2
north-carolina-state-wolfpack,2
