Teams,Borda Points
alabama-crimson-tide,1427
florida-state-seminoles,1412
oregon-ducks,1403
baylor-bears,1245
ohio-state-buckeyes,1241
tcu-horned-frogs,1235
michigan-state-spartans,1086
mississippi-state-bulldogs,1052
ole-miss-rebels,959
georgia-tech-yellow-jackets,864
kansas-state-wildcats,864
arizona-wildcats,805
georgia-bulldogs,729
ucla-bruins,648
missouri-tigers,590
arizona-state-sun-devils,589
wisconsin-badgers,532
clemson-tigers,502
auburn-tigers,443
louisville-cardinals,400
boise-state-broncos,364
lsu-tigers,218
utah-utes,135
usc-trojans,112
nebraska-cornhuskers,75
minnesota-golden-gophers,59
oklahoma-sooners,46
marshall-thundering-herd,41
duke-blue-devils,33
colorado-state-rams,16
northern-illinois-huskies,12
air-force-falcons,7
cincinnati-bearcats,7
ucf-knights,6
west-virginia-mountaineers,4
stanford-cardinal,1
