Teams,Borda Points
mississippi-state-bulldogs,1480
florida-state-seminoles,1415
ole-miss-rebels,1413
baylor-bears,1317
notre-dame-fighting-irish,1228
auburn-tigers,1144
alabama-crimson-tide,1068
oregon-ducks,1015
michigan-state-spartans,1015
georgia-bulldogs,981
oklahoma-sooners,935
tcu-horned-frogs,920
ohio-state-buckeyes,657
kansas-state-wildcats,637
oklahoma-state-cowboys,634
arizona-wildcats,608
arizona-state-sun-devils,482
nebraska-cornhuskers,431
utah-utes,331
texas-am-aggies,294
usc-trojans,294
stanford-cardinal,259
clemson-tigers,223
marshall-thundering-herd,177
ucla-bruins,134
lsu-tigers,73
duke-blue-devils,58
minnesota-golden-gophers,47
kentucky-wildcats,45
west-virginia-mountaineers,33
washington-huskies,26
georgia-tech-yellow-jackets,16
rutgers-scarlet-knights,10
arkansas-razorbacks,10
iowa-hawkeyes,9
louisville-cardinals,9
north-dakota-state-bison,5
colorado-state-rams,5
virginia-cavaliers,2
wisconsin-badgers,2
south-carolina-gamecocks,1
