Teams,Borda Points
florida-state-seminoles,1439
oregon-ducks,1398
alabama-crimson-tide,1378
oklahoma-sooners,1344
auburn-tigers,1268
texas-am-aggies,1232
baylor-bears,1143
notre-dame-fighting-irish,967
michigan-state-spartans,905
ole-miss-rebels,890
ucla-bruins,807
georgia-bulldogs,789
south-carolina-gamecocks,764
mississippi-state-bulldogs,706
arizona-state-sun-devils,702
stanford-cardinal,564
lsu-tigers,541
usc-trojans,460
wisconsin-badgers,452
byu-cougars,376
nebraska-cornhuskers,296
ohio-state-buckeyes,198
east-carolina-pirates,181
oklahoma-state-cowboys,132
kansas-state-wildcats,131
duke-blue-devils,87
penn-state-nittany-lions,81
clemson-tigers,49
tcu-horned-frogs,35
marshall-thundering-herd,34
utah-utes,31
washington-huskies,30
boston-college-eagles,20
west-virginia-mountaineers,15
cincinnati-bearcats,12
arkansas-razorbacks,10
arizona-wildcats,9
oregon-state-beavers,5
missouri-tigers,5
north-dakota-state-bison,3
pittsburgh-panthers,2
indiana-hoosiers,1
