Player,Borda Points
Yelich,29
DeGrom,1
Baez,0
Arenado,0
Freeman,0
Story,0
Carpenter,0
AcunaJr,0
Cain,0
Markakis,0
Goldschmidt,0
Scherzer,0
Nola,0
Muncy,0
Rizzo,0
Turner,0
Rendon,0
Suarez,0
Aguilar,0
