Player,Borda Points
Bryant,29
Murphy,1
Rizzo,0
Seager,0
Freeman,0
Votto,0
Syndergaard,0
Turner,0
Crawford,0
Arenado,0
Ramos,0
Hendriks,0
Braun,0
Cespedes,0
Goldschmidt,0
Scherzer,0
Segura,0
Bumgarner,0
LeMahieu,0
Blackmon,0
Familia,0
Yelich,0
Posey,0
Cueto,0
Grandal,0
Molina,0
Russell,0
