Player,Borda Points
Cabrera,23
Trout,5
Donaldson,1
DavisC,1
Cano,0
Beltre,0
Longoria,0
Pedroia,0
Machado,0
Ortiz,0
Jones,0
Hunter,0
Encarnacion,0
Scherzer,0
Uehara,0
Kipnis,0
Victorino,0
Holland,0
Crisp,0
Darvish,0
Iwakuma,0
Perez,0
Santana,0
Ellsbury,0
Hernandez,0
