Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-suttles,2017,15,oklahoma-sooners,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,usc-trojans,ohio-state-buckeyes,wisconsin-badgers,auburn-tigers,miami-fl-hurricanes,penn-state-nittany-lions,ucf-knights,washington-huskies,tcu-horned-frogs,stanford-cardinal,lsu-tigers,oklahoma-state-cowboys,notre-dame-fighting-irish,memphis-tigers,virginia-tech-hokies,michigan-state-spartans,northwestern-wildcats,washington-state-cougars,north-carolina-state-wolfpack,mississippi-state-bulldogs,south-florida-bulls
adam-jude,2017,15,clemson-tigers,oklahoma-sooners,georgia-bulldogs,ohio-state-buckeyes,alabama-crimson-tide,usc-trojans,wisconsin-badgers,auburn-tigers,miami-fl-hurricanes,ucf-knights,washington-huskies,penn-state-nittany-lions,tcu-horned-frogs,stanford-cardinal,lsu-tigers,notre-dame-fighting-irish,michigan-state-spartans,memphis-tigers,oklahoma-state-cowboys,northwestern-wildcats,virginia-tech-hokies,washington-state-cougars,boise-state-broncos,mississippi-state-bulldogs,north-carolina-state-wolfpack
adam-zucker,2017,15,oklahoma-sooners,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,wisconsin-badgers,penn-state-nittany-lions,usc-trojans,auburn-tigers,miami-fl-hurricanes,washington-huskies,ucf-knights,tcu-horned-frogs,lsu-tigers,oklahoma-state-cowboys,michigan-state-spartans,stanford-cardinal,notre-dame-fighting-irish,memphis-tigers,washington-state-cougars,northwestern-wildcats,virginia-tech-hokies,louisville-cardinals,south-florida-bulls,toledo-rockets
andy-bitter,2017,15,clemson-tigers,oklahoma-sooners,georgia-bulldogs,ohio-state-buckeyes,alabama-crimson-tide,wisconsin-badgers,auburn-tigers,usc-trojans,ucf-knights,penn-state-nittany-lions,miami-fl-hurricanes,tcu-horned-frogs,stanford-cardinal,lsu-tigers,washington-huskies,notre-dame-fighting-irish,northwestern-wildcats,michigan-state-spartans,oklahoma-state-cowboys,memphis-tigers,washington-state-cougars,virginia-tech-hokies,north-carolina-state-wolfpack,mississippi-state-bulldogs,boise-state-broncos
andy-greder,2017,15,oklahoma-sooners,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,miami-fl-hurricanes,wisconsin-badgers,ucf-knights,usc-trojans,auburn-tigers,penn-state-nittany-lions,tcu-horned-frogs,stanford-cardinal,washington-huskies,oklahoma-state-cowboys,lsu-tigers,notre-dame-fighting-irish,virginia-tech-hokies,memphis-tigers,michigan-state-spartans,washington-state-cougars,northwestern-wildcats,south-florida-bulls,mississippi-state-bulldogs,north-carolina-state-wolfpack
bill-landis,2017,15,oklahoma-sooners,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,auburn-tigers,wisconsin-badgers,usc-trojans,miami-fl-hurricanes,penn-state-nittany-lions,ucf-knights,tcu-horned-frogs,stanford-cardinal,washington-huskies,notre-dame-fighting-irish,memphis-tigers,lsu-tigers,washington-state-cougars,oklahoma-state-cowboys,michigan-state-spartans,northwestern-wildcats,south-florida-bulls,mississippi-state-bulldogs,virginia-tech-hokies,boise-state-broncos
bob-asmussen,2017,15,clemson-tigers,oklahoma-sooners,georgia-bulldogs,ohio-state-buckeyes,alabama-crimson-tide,wisconsin-badgers,ucf-knights,usc-trojans,penn-state-nittany-lions,auburn-tigers,miami-fl-hurricanes,washington-huskies,tcu-horned-frogs,memphis-tigers,stanford-cardinal,lsu-tigers,notre-dame-fighting-irish,michigan-state-spartans,virginia-tech-hokies,northwestern-wildcats,oklahoma-state-cowboys,san-diego-state-aztecs,washington-state-cougars,north-carolina-state-wolfpack,boise-state-broncos
brent-axe,2017,15,clemson-tigers,oklahoma-sooners,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,wisconsin-badgers,usc-trojans,ucf-knights,miami-fl-hurricanes,auburn-tigers,penn-state-nittany-lions,washington-huskies,memphis-tigers,tcu-horned-frogs,notre-dame-fighting-irish,lsu-tigers,oklahoma-state-cowboys,northwestern-wildcats,michigan-state-spartans,washington-state-cougars,stanford-cardinal,virginia-tech-hokies,south-florida-bulls,toledo-rockets,boise-state-broncos
bret-bloomquist,2017,15,clemson-tigers,oklahoma-sooners,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,wisconsin-badgers,auburn-tigers,ucf-knights,miami-fl-hurricanes,penn-state-nittany-lions,usc-trojans,tcu-horned-frogs,washington-huskies,memphis-tigers,oklahoma-state-cowboys,lsu-tigers,stanford-cardinal,notre-dame-fighting-irish,northwestern-wildcats,michigan-state-spartans,virginia-tech-hokies,washington-state-cougars,south-florida-bulls,north-carolina-state-wolfpack,mississippi-state-bulldogs
brian-howell,2017,15,clemson-tigers,oklahoma-sooners,georgia-bulldogs,ohio-state-buckeyes,alabama-crimson-tide,usc-trojans,ucf-knights,wisconsin-badgers,auburn-tigers,miami-fl-hurricanes,penn-state-nittany-lions,tcu-horned-frogs,stanford-cardinal,lsu-tigers,washington-huskies,notre-dame-fighting-irish,memphis-tigers,northwestern-wildcats,oklahoma-state-cowboys,michigan-state-spartans,virginia-tech-hokies,washington-state-cougars,south-florida-bulls,toledo-rockets,boise-state-broncos
chris-murray,2017,15,oklahoma-sooners,clemson-tigers,georgia-bulldogs,ohio-state-buckeyes,alabama-crimson-tide,wisconsin-badgers,usc-trojans,auburn-tigers,penn-state-nittany-lions,miami-fl-hurricanes,ucf-knights,tcu-horned-frogs,michigan-state-spartans,washington-huskies,lsu-tigers,stanford-cardinal,notre-dame-fighting-irish,oklahoma-state-cowboys,memphis-tigers,washington-state-cougars,northwestern-wildcats,virginia-tech-hokies,north-carolina-state-wolfpack,mississippi-state-bulldogs,boise-state-broncos
chuck-carlton,2017,15,clemson-tigers,oklahoma-sooners,georgia-bulldogs,ohio-state-buckeyes,alabama-crimson-tide,wisconsin-badgers,auburn-tigers,usc-trojans,penn-state-nittany-lions,ucf-knights,washington-huskies,miami-fl-hurricanes,tcu-horned-frogs,oklahoma-state-cowboys,lsu-tigers,notre-dame-fighting-irish,michigan-state-spartans,northwestern-wildcats,virginia-tech-hokies,memphis-tigers,stanford-cardinal,north-carolina-state-wolfpack,louisville-cardinals,washington-state-cougars,boise-state-broncos
dave-foster,2017,15,oklahoma-sooners,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,ucf-knights,usc-trojans,auburn-tigers,wisconsin-badgers,miami-fl-hurricanes,penn-state-nittany-lions,washington-huskies,tcu-horned-frogs,oklahoma-state-cowboys,lsu-tigers,michigan-state-spartans,washington-state-cougars,memphis-tigers,stanford-cardinal,notre-dame-fighting-irish,virginia-tech-hokies,south-florida-bulls,northwestern-wildcats,toledo-rockets,florida-atlantic-owls
dave-reardon,2017,15,clemson-tigers,oklahoma-sooners,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,wisconsin-badgers,auburn-tigers,ucf-knights,penn-state-nittany-lions,memphis-tigers,miami-fl-hurricanes,usc-trojans,tcu-horned-frogs,lsu-tigers,oklahoma-state-cowboys,stanford-cardinal,notre-dame-fighting-irish,washington-huskies,northwestern-wildcats,south-florida-bulls,michigan-state-spartans,virginia-tech-hokies,san-diego-state-aztecs,boise-state-broncos,troy-trojans
dave-southorn,2017,15,oklahoma-sooners,clemson-tigers,georgia-bulldogs,ohio-state-buckeyes,auburn-tigers,alabama-crimson-tide,ucf-knights,usc-trojans,wisconsin-badgers,penn-state-nittany-lions,miami-fl-hurricanes,tcu-horned-frogs,memphis-tigers,stanford-cardinal,oklahoma-state-cowboys,washington-huskies,notre-dame-fighting-irish,lsu-tigers,northwestern-wildcats,michigan-state-spartans,washington-state-cougars,virginia-tech-hokies,south-florida-bulls,mississippi-state-bulldogs,boise-state-broncos
