Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-suttles,2017,12,alabama-crimson-tide,miami-fl-hurricanes,clemson-tigers,oklahoma-sooners,wisconsin-badgers,auburn-tigers,georgia-bulldogs,notre-dame-fighting-irish,usc-trojans,ohio-state-buckeyes,tcu-horned-frogs,penn-state-nittany-lions,oklahoma-state-cowboys,washington-huskies,ucf-knights,mississippi-state-bulldogs,michigan-state-spartans,washington-state-cougars,memphis-tigers,stanford-cardinal,michigan-wolverines,lsu-tigers,south-florida-bulls,north-carolina-state-wolfpack,west-virginia-mountaineers
adam-jude,2017,12,alabama-crimson-tide,miami-fl-hurricanes,oklahoma-sooners,clemson-tigers,wisconsin-badgers,auburn-tigers,georgia-bulldogs,ohio-state-buckeyes,notre-dame-fighting-irish,usc-trojans,ucf-knights,tcu-horned-frogs,oklahoma-state-cowboys,washington-state-cougars,michigan-state-spartans,penn-state-nittany-lions,mississippi-state-bulldogs,stanford-cardinal,washington-huskies,lsu-tigers,memphis-tigers,north-carolina-state-wolfpack,west-virginia-mountaineers,arizona-wildcats,northwestern-wildcats
adam-zucker,2017,12,alabama-crimson-tide,miami-fl-hurricanes,oklahoma-sooners,clemson-tigers,wisconsin-badgers,auburn-tigers,georgia-bulldogs,notre-dame-fighting-irish,tcu-horned-frogs,ohio-state-buckeyes,washington-huskies,usc-trojans,oklahoma-state-cowboys,michigan-state-spartans,penn-state-nittany-lions,ucf-knights,washington-state-cougars,mississippi-state-bulldogs,michigan-wolverines,virginia-tech-hokies,west-virginia-mountaineers,lsu-tigers,northwestern-wildcats,memphis-tigers,army-west-point-black-knights
andy-bitter,2017,12,alabama-crimson-tide,miami-fl-hurricanes,oklahoma-sooners,clemson-tigers,wisconsin-badgers,auburn-tigers,georgia-bulldogs,notre-dame-fighting-irish,tcu-horned-frogs,ohio-state-buckeyes,oklahoma-state-cowboys,penn-state-nittany-lions,ucf-knights,usc-trojans,washington-state-cougars,north-carolina-state-wolfpack,mississippi-state-bulldogs,lsu-tigers,stanford-cardinal,washington-huskies,northwestern-wildcats,memphis-tigers,west-virginia-mountaineers,michigan-state-spartans,iowa-state-cyclones
andy-greder,2017,12,alabama-crimson-tide,miami-fl-hurricanes,wisconsin-badgers,clemson-tigers,oklahoma-sooners,oklahoma-state-cowboys,ohio-state-buckeyes,auburn-tigers,georgia-bulldogs,notre-dame-fighting-irish,penn-state-nittany-lions,usc-trojans,ucf-knights,tcu-horned-frogs,stanford-cardinal,washington-huskies,mississippi-state-bulldogs,lsu-tigers,memphis-tigers,washington-state-cougars,west-virginia-mountaineers,michigan-wolverines,virginia-tech-hokies,north-carolina-state-wolfpack,michigan-state-spartans
bill-landis,2017,12,miami-fl-hurricanes,alabama-crimson-tide,oklahoma-sooners,clemson-tigers,wisconsin-badgers,auburn-tigers,georgia-bulldogs,notre-dame-fighting-irish,ohio-state-buckeyes,tcu-horned-frogs,usc-trojans,penn-state-nittany-lions,oklahoma-state-cowboys,washington-state-cougars,washington-huskies,ucf-knights,mississippi-state-bulldogs,memphis-tigers,south-florida-bulls,virginia-tech-hokies,west-virginia-mountaineers,stanford-cardinal,lsu-tigers,northwestern-wildcats,michigan-state-spartans
bob-asmussen,2017,12,alabama-crimson-tide,miami-fl-hurricanes,wisconsin-badgers,oklahoma-sooners,clemson-tigers,auburn-tigers,ohio-state-buckeyes,ucf-knights,georgia-bulldogs,tcu-horned-frogs,notre-dame-fighting-irish,penn-state-nittany-lions,usc-trojans,oklahoma-state-cowboys,mississippi-state-bulldogs,washington-huskies,south-florida-bulls,washington-state-cougars,stanford-cardinal,memphis-tigers,michigan-state-spartans,michigan-wolverines,lsu-tigers,west-virginia-mountaineers,arizona-wildcats
brent-axe,2017,12,alabama-crimson-tide,miami-fl-hurricanes,oklahoma-sooners,clemson-tigers,wisconsin-badgers,auburn-tigers,georgia-bulldogs,notre-dame-fighting-irish,ohio-state-buckeyes,ucf-knights,south-florida-bulls,memphis-tigers,tcu-horned-frogs,oklahoma-state-cowboys,washington-state-cougars,usc-trojans,penn-state-nittany-lions,stanford-cardinal,washington-huskies,michigan-wolverines,north-carolina-state-wolfpack,west-virginia-mountaineers,mississippi-state-bulldogs,lsu-tigers,boise-state-broncos
bret-bloomquist,2017,12,alabama-crimson-tide,wisconsin-badgers,miami-fl-hurricanes,oklahoma-sooners,clemson-tigers,auburn-tigers,georgia-bulldogs,ohio-state-buckeyes,tcu-horned-frogs,oklahoma-state-cowboys,penn-state-nittany-lions,ucf-knights,notre-dame-fighting-irish,usc-trojans,mississippi-state-bulldogs,washington-state-cougars,memphis-tigers,lsu-tigers,south-florida-bulls,michigan-wolverines,west-virginia-mountaineers,north-carolina-state-wolfpack,washington-huskies,iowa-state-cyclones,michigan-state-spartans
brian-howell,2017,12,alabama-crimson-tide,miami-fl-hurricanes,clemson-tigers,oklahoma-sooners,wisconsin-badgers,auburn-tigers,georgia-bulldogs,ohio-state-buckeyes,notre-dame-fighting-irish,usc-trojans,ucf-knights,tcu-horned-frogs,oklahoma-state-cowboys,penn-state-nittany-lions,washington-huskies,michigan-wolverines,lsu-tigers,washington-state-cougars,south-florida-bulls,stanford-cardinal,memphis-tigers,mississippi-state-bulldogs,north-carolina-state-wolfpack,northwestern-wildcats,michigan-state-spartans
