Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-suttles,2017,11,alabama-crimson-tide,georgia-bulldogs,notre-dame-fighting-irish,clemson-tigers,oklahoma-sooners,miami-fl-hurricanes,wisconsin-badgers,washington-huskies,tcu-horned-frogs,ohio-state-buckeyes,penn-state-nittany-lions,auburn-tigers,usc-trojans,oklahoma-state-cowboys,ucf-knights,mississippi-state-bulldogs,michigan-state-spartans,washington-state-cougars,virginia-tech-hokies,memphis-tigers,iowa-state-cyclones,stanford-cardinal,michigan-wolverines,south-florida-bulls,north-carolina-state-wolfpack
adam-jude,2017,11,alabama-crimson-tide,georgia-bulldogs,notre-dame-fighting-irish,oklahoma-sooners,miami-fl-hurricanes,wisconsin-badgers,clemson-tigers,washington-huskies,tcu-horned-frogs,ucf-knights,ohio-state-buckeyes,michigan-state-spartans,usc-trojans,auburn-tigers,oklahoma-state-cowboys,penn-state-nittany-lions,memphis-tigers,washington-state-cougars,mississippi-state-bulldogs,virginia-tech-hokies,south-florida-bulls,west-virginia-mountaineers,iowa-state-cyclones,lsu-tigers,arizona-wildcats
adam-zucker,2017,11,alabama-crimson-tide,georgia-bulldogs,notre-dame-fighting-irish,oklahoma-sooners,clemson-tigers,miami-fl-hurricanes,wisconsin-badgers,tcu-horned-frogs,washington-huskies,oklahoma-state-cowboys,auburn-tigers,michigan-state-spartans,ohio-state-buckeyes,penn-state-nittany-lions,usc-trojans,virginia-tech-hokies,ucf-knights,mississippi-state-bulldogs,michigan-wolverines,iowa-hawkeyes,washington-state-cougars,iowa-state-cyclones,toledo-rockets,memphis-tigers,army-west-point-black-knights
andy-bitter,2017,11,alabama-crimson-tide,georgia-bulldogs,notre-dame-fighting-irish,clemson-tigers,oklahoma-sooners,miami-fl-hurricanes,tcu-horned-frogs,wisconsin-badgers,washington-huskies,auburn-tigers,oklahoma-state-cowboys,iowa-state-cyclones,michigan-state-spartans,ohio-state-buckeyes,penn-state-nittany-lions,ucf-knights,usc-trojans,virginia-tech-hokies,mississippi-state-bulldogs,washington-state-cougars,north-carolina-state-wolfpack,lsu-tigers,memphis-tigers,west-virginia-mountaineers,iowa-hawkeyes
andy-greder,2017,11,alabama-crimson-tide,georgia-bulldogs,wisconsin-badgers,notre-dame-fighting-irish,clemson-tigers,oklahoma-sooners,miami-fl-hurricanes,washington-huskies,oklahoma-state-cowboys,ohio-state-buckeyes,tcu-horned-frogs,michigan-state-spartans,penn-state-nittany-lions,usc-trojans,ucf-knights,virginia-tech-hokies,lsu-tigers,auburn-tigers,memphis-tigers,washington-state-cougars,west-virginia-mountaineers,north-carolina-state-wolfpack,michigan-wolverines,stanford-cardinal,iowa-state-cyclones
bill-landis,2017,11,georgia-bulldogs,alabama-crimson-tide,notre-dame-fighting-irish,clemson-tigers,oklahoma-sooners,miami-fl-hurricanes,tcu-horned-frogs,wisconsin-badgers,washington-huskies,michigan-state-spartans,auburn-tigers,oklahoma-state-cowboys,virginia-tech-hokies,ohio-state-buckeyes,penn-state-nittany-lions,ucf-knights,usc-trojans,washington-state-cougars,memphis-tigers,mississippi-state-bulldogs,south-florida-bulls,iowa-hawkeyes,iowa-state-cyclones,west-virginia-mountaineers,northwestern-wildcats
bob-asmussen,2017,11,alabama-crimson-tide,georgia-bulldogs,wisconsin-badgers,miami-fl-hurricanes,notre-dame-fighting-irish,clemson-tigers,oklahoma-sooners,washington-huskies,tcu-horned-frogs,michigan-state-spartans,ohio-state-buckeyes,ucf-knights,penn-state-nittany-lions,oklahoma-state-cowboys,auburn-tigers,usc-trojans,mississippi-state-bulldogs,virginia-tech-hokies,south-florida-bulls,washington-state-cougars,memphis-tigers,michigan-wolverines,lsu-tigers,west-virginia-mountaineers,toledo-rockets
brent-axe,2017,11,alabama-crimson-tide,georgia-bulldogs,notre-dame-fighting-irish,oklahoma-sooners,miami-fl-hurricanes,clemson-tigers,wisconsin-badgers,tcu-horned-frogs,washington-huskies,ucf-knights,oklahoma-state-cowboys,south-florida-bulls,memphis-tigers,auburn-tigers,ohio-state-buckeyes,virginia-tech-hokies,michigan-state-spartans,penn-state-nittany-lions,washington-state-cougars,usc-trojans,mississippi-state-bulldogs,toledo-rockets,michigan-wolverines,boise-state-broncos,army-west-point-black-knights
bret-bloomquist,2017,11,alabama-crimson-tide,georgia-bulldogs,wisconsin-badgers,notre-dame-fighting-irish,clemson-tigers,miami-fl-hurricanes,oklahoma-sooners,tcu-horned-frogs,washington-huskies,auburn-tigers,michigan-state-spartans,ohio-state-buckeyes,penn-state-nittany-lions,ucf-knights,oklahoma-state-cowboys,usc-trojans,mississippi-state-bulldogs,virginia-tech-hokies,washington-state-cougars,memphis-tigers,lsu-tigers,south-florida-bulls,michigan-wolverines,west-virginia-mountaineers,iowa-state-cyclones
brian-howell,2017,11,alabama-crimson-tide,georgia-bulldogs,clemson-tigers,notre-dame-fighting-irish,miami-fl-hurricanes,wisconsin-badgers,oklahoma-sooners,tcu-horned-frogs,washington-huskies,usc-trojans,auburn-tigers,ohio-state-buckeyes,ucf-knights,oklahoma-state-cowboys,virginia-tech-hokies,michigan-state-spartans,penn-state-nittany-lions,michigan-wolverines,south-florida-bulls,mississippi-state-bulldogs,lsu-tigers,washington-state-cougars,memphis-tigers,iowa-hawkeyes,north-carolina-state-wolfpack
