Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-suttles,2017,16,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,clemson-tigers,ohio-state-buckeyes,wisconsin-badgers,ucf-knights,penn-state-nittany-lions,tcu-horned-frogs,notre-dame-fighting-irish,usc-trojans,auburn-tigers,washington-huskies,oklahoma-state-cowboys,miami-fl-hurricanes,michigan-state-spartans,south-florida-bulls,mississippi-state-bulldogs,lsu-tigers,memphis-tigers,stanford-cardinal,boise-state-broncos,northwestern-wildcats,north-carolina-state-wolfpack,virginia-tech-hokies
adam-jude,2017,16,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,clemson-tigers,ohio-state-buckeyes,wisconsin-badgers,ucf-knights,penn-state-nittany-lions,miami-fl-hurricanes,usc-trojans,auburn-tigers,tcu-horned-frogs,washington-huskies,notre-dame-fighting-irish,michigan-state-spartans,lsu-tigers,stanford-cardinal,oklahoma-state-cowboys,northwestern-wildcats,boise-state-broncos,mississippi-state-bulldogs,north-carolina-state-wolfpack,virginia-tech-hokies,memphis-tigers,washington-state-cougars
adam-zucker,2017,16,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,clemson-tigers,ohio-state-buckeyes,wisconsin-badgers,penn-state-nittany-lions,ucf-knights,usc-trojans,auburn-tigers,miami-fl-hurricanes,tcu-horned-frogs,washington-huskies,michigan-state-spartans,oklahoma-state-cowboys,notre-dame-fighting-irish,lsu-tigers,northwestern-wildcats,memphis-tigers,washington-state-cougars,virginia-tech-hokies,mississippi-state-bulldogs,army-west-point-black-knights,south-florida-bulls,florida-atlantic-owls
andy-bitter,2017,16,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,clemson-tigers,ohio-state-buckeyes,wisconsin-badgers,ucf-knights,penn-state-nittany-lions,auburn-tigers,usc-trojans,tcu-horned-frogs,miami-fl-hurricanes,stanford-cardinal,notre-dame-fighting-irish,northwestern-wildcats,michigan-state-spartans,oklahoma-state-cowboys,washington-huskies,mississippi-state-bulldogs,lsu-tigers,north-carolina-state-wolfpack,washington-state-cougars,boise-state-broncos,iowa-hawkeyes,iowa-state-cyclones
andy-greder,2017,16,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,ohio-state-buckeyes,ucf-knights,clemson-tigers,wisconsin-badgers,penn-state-nittany-lions,tcu-horned-frogs,miami-fl-hurricanes,auburn-tigers,usc-trojans,oklahoma-state-cowboys,stanford-cardinal,washington-huskies,notre-dame-fighting-irish,lsu-tigers,michigan-state-spartans,virginia-tech-hokies,northwestern-wildcats,south-florida-bulls,mississippi-state-bulldogs,north-carolina-state-wolfpack,boise-state-broncos,iowa-state-cyclones
bill-landis,2017,16,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,clemson-tigers,ucf-knights,ohio-state-buckeyes,wisconsin-badgers,penn-state-nittany-lions,auburn-tigers,miami-fl-hurricanes,notre-dame-fighting-irish,tcu-horned-frogs,usc-trojans,michigan-state-spartans,oklahoma-state-cowboys,washington-huskies,northwestern-wildcats,mississippi-state-bulldogs,south-florida-bulls,memphis-tigers,boise-state-broncos,lsu-tigers,north-carolina-state-wolfpack,stanford-cardinal,washington-state-cougars
bob-asmussen,2017,16,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,ohio-state-buckeyes,ucf-knights,wisconsin-badgers,clemson-tigers,penn-state-nittany-lions,tcu-horned-frogs,notre-dame-fighting-irish,michigan-state-spartans,auburn-tigers,usc-trojans,oklahoma-state-cowboys,miami-fl-hurricanes,washington-huskies,northwestern-wildcats,north-carolina-state-wolfpack,mississippi-state-bulldogs,south-florida-bulls,boise-state-broncos,lsu-tigers,virginia-tech-hokies,stanford-cardinal,florida-atlantic-owls
brent-axe,2017,16,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,clemson-tigers,ohio-state-buckeyes,wisconsin-badgers,ucf-knights,penn-state-nittany-lions,tcu-horned-frogs,usc-trojans,miami-fl-hurricanes,notre-dame-fighting-irish,washington-huskies,northwestern-wildcats,michigan-state-spartans,oklahoma-state-cowboys,auburn-tigers,lsu-tigers,south-florida-bulls,boise-state-broncos,washington-state-cougars,north-carolina-state-wolfpack,memphis-tigers,mississippi-state-bulldogs,stanford-cardinal
bret-bloomquist,2017,16,alabama-crimson-tide,georgia-bulldogs,ucf-knights,ohio-state-buckeyes,oklahoma-sooners,clemson-tigers,wisconsin-badgers,penn-state-nittany-lions,tcu-horned-frogs,oklahoma-state-cowboys,auburn-tigers,notre-dame-fighting-irish,usc-trojans,michigan-state-spartans,miami-fl-hurricanes,washington-huskies,northwestern-wildcats,mississippi-state-bulldogs,north-carolina-state-wolfpack,boise-state-broncos,stanford-cardinal,lsu-tigers,south-florida-bulls,memphis-tigers,virginia-tech-hokies
brian-howell,2017,16,alabama-crimson-tide,ucf-knights,georgia-bulldogs,clemson-tigers,oklahoma-sooners,ohio-state-buckeyes,wisconsin-badgers,penn-state-nittany-lions,tcu-horned-frogs,usc-trojans,auburn-tigers,miami-fl-hurricanes,notre-dame-fighting-irish,northwestern-wildcats,oklahoma-state-cowboys,michigan-state-spartans,stanford-cardinal,lsu-tigers,washington-huskies,boise-state-broncos,mississippi-state-bulldogs,south-carolina-gamecocks,south-florida-bulls,memphis-tigers,north-carolina-state-wolfpack
chris-murray,2017,16,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,ucf-knights,ohio-state-buckeyes,clemson-tigers,wisconsin-badgers,penn-state-nittany-lions,tcu-horned-frogs,michigan-state-spartans,auburn-tigers,notre-dame-fighting-irish,usc-trojans,miami-fl-hurricanes,washington-huskies,oklahoma-state-cowboys,northwestern-wildcats,mississippi-state-bulldogs,north-carolina-state-wolfpack,boise-state-broncos,lsu-tigers,stanford-cardinal,south-florida-bulls,virginia-tech-hokies,memphis-tigers
chuck-carlton,2017,16,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,clemson-tigers,ohio-state-buckeyes,ucf-knights,wisconsin-badgers,penn-state-nittany-lions,tcu-horned-frogs,auburn-tigers,oklahoma-state-cowboys,miami-fl-hurricanes,notre-dame-fighting-irish,michigan-state-spartans,usc-trojans,washington-huskies,northwestern-wildcats,north-carolina-state-wolfpack,lsu-tigers,mississippi-state-bulldogs,boise-state-broncos,stanford-cardinal,south-florida-bulls,virginia-tech-hokies,south-carolina-gamecocks
dave-foster,2017,16,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,ucf-knights,ohio-state-buckeyes,clemson-tigers,wisconsin-badgers,penn-state-nittany-lions,usc-trojans,tcu-horned-frogs,oklahoma-state-cowboys,michigan-state-spartans,auburn-tigers,miami-fl-hurricanes,notre-dame-fighting-irish,washington-huskies,south-florida-bulls,northwestern-wildcats,washington-state-cougars,mississippi-state-bulldogs,north-carolina-state-wolfpack,memphis-tigers,lsu-tigers,virginia-tech-hokies,florida-atlantic-owls
dave-reardon,2017,16,alabama-crimson-tide,ucf-knights,georgia-bulldogs,oklahoma-sooners,ohio-state-buckeyes,wisconsin-badgers,clemson-tigers,penn-state-nittany-lions,auburn-tigers,tcu-horned-frogs,miami-fl-hurricanes,notre-dame-fighting-irish,oklahoma-state-cowboys,usc-trojans,lsu-tigers,stanford-cardinal,northwestern-wildcats,michigan-state-spartans,south-florida-bulls,washington-huskies,memphis-tigers,boise-state-broncos,troy-trojans,florida-atlantic-owls,army-west-point-black-knights
dave-southorn,2017,16,alabama-crimson-tide,ucf-knights,georgia-bulldogs,oklahoma-sooners,clemson-tigers,ohio-state-buckeyes,wisconsin-badgers,penn-state-nittany-lions,tcu-horned-frogs,auburn-tigers,oklahoma-state-cowboys,notre-dame-fighting-irish,usc-trojans,michigan-state-spartans,miami-fl-hurricanes,northwestern-wildcats,mississippi-state-bulldogs,washington-huskies,boise-state-broncos,lsu-tigers,north-carolina-state-wolfpack,memphis-tigers,south-florida-bulls,virginia-tech-hokies,troy-trojans
