Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2019,6,alabama-crimson-tide,clemson-tigers,georgia-bulldogs,oklahoma-sooners,lsu-tigers,ohio-state-buckeyes,auburn-tigers,florida-gators,texas-longhorns,notre-dame-fighting-irish,wisconsin-badgers,penn-state-nittany-lions,oregon-ducks,utah-utes,michigan-wolverines,washington-huskies,texas-am-aggies,iowa-hawkeyes,ucf-knights,boise-state-broncos,michigan-state-spartans,arizona-state-sun-devils,southern-methodist-mustangs,wake-forest-demon-deacons,memphis-tigers
adam-zucker,2019,6,ohio-state-buckeyes,alabama-crimson-tide,oklahoma-sooners,georgia-bulldogs,lsu-tigers,clemson-tigers,auburn-tigers,wisconsin-badgers,notre-dame-fighting-irish,penn-state-nittany-lions,oregon-ducks,florida-gators,iowa-hawkeyes,texas-longhorns,boise-state-broncos,arizona-state-sun-devils,california-golden-bears,washington-huskies,ucf-knights,virginia-cavaliers,michigan-state-spartans,texas-am-aggies,michigan-wolverines,utah-utes,southern-methodist-mustangs
alex-schiffer,2019,6,clemson-tigers,lsu-tigers,georgia-bulldogs,alabama-crimson-tide,oklahoma-sooners,auburn-tigers,ohio-state-buckeyes,florida-gators,notre-dame-fighting-irish,texas-longhorns,penn-state-nittany-lions,wisconsin-badgers,oregon-ducks,iowa-hawkeyes,boise-state-broncos,utah-utes,washington-huskies,ucf-knights,michigan-wolverines,southern-methodist-mustangs,virginia-cavaliers,wake-forest-demon-deacons,texas-am-aggies,appalachian-state-mountaineers,missouri-tigers
andy-greder,2019,6,alabama-crimson-tide,clemson-tigers,georgia-bulldogs,lsu-tigers,oklahoma-sooners,auburn-tigers,ohio-state-buckeyes,notre-dame-fighting-irish,texas-longhorns,wisconsin-badgers,oregon-ducks,iowa-hawkeyes,florida-gators,penn-state-nittany-lions,boise-state-broncos,texas-am-aggies,washington-huskies,oklahoma-state-cowboys,utah-utes,michigan-wolverines,virginia-cavaliers,arizona-state-sun-devils,army-west-point-black-knights,ucf-knights,wake-forest-demon-deacons
audrey-dahlgren,2019,6,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,auburn-tigers,lsu-tigers,ohio-state-buckeyes,oklahoma-sooners,wisconsin-badgers,notre-dame-fighting-irish,florida-gators,texas-longhorns,penn-state-nittany-lions,oregon-ducks,iowa-hawkeyes,boise-state-broncos,michigan-wolverines,washington-huskies,utah-utes,ucf-knights,arizona-state-sun-devils,michigan-state-spartans,california-golden-bears,wake-forest-demon-deacons,virginia-cavaliers,usc-trojans
bob-asmussen,2019,6,alabama-crimson-tide,clemson-tigers,georgia-bulldogs,ohio-state-buckeyes,lsu-tigers,oklahoma-sooners,florida-gators,auburn-tigers,wisconsin-badgers,notre-dame-fighting-irish,penn-state-nittany-lions,texas-longhorns,iowa-hawkeyes,oregon-ducks,boise-state-broncos,washington-huskies,utah-utes,michigan-state-spartans,michigan-wolverines,ucf-knights,army-west-point-black-knights,virginia-cavaliers,wake-forest-demon-deacons,oklahoma-state-cowboys,arizona-state-sun-devils
brett-mcmurphy,2019,6,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,lsu-tigers,oklahoma-sooners,auburn-tigers,wisconsin-badgers,florida-gators,notre-dame-fighting-irish,texas-longhorns,penn-state-nittany-lions,oregon-ducks,iowa-hawkeyes,texas-am-aggies,memphis-tigers,boise-state-broncos,utah-utes,arizona-state-sun-devils,california-golden-bears,washington-huskies,southern-methodist-mustangs,wake-forest-demon-deacons,oklahoma-state-cowboys,michigan-state-spartans
brian-howell,2019,6,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,ohio-state-buckeyes,lsu-tigers,florida-gators,auburn-tigers,wisconsin-badgers,notre-dame-fighting-irish,texas-longhorns,oregon-ducks,penn-state-nittany-lions,washington-huskies,michigan-wolverines,boise-state-broncos,utah-utes,iowa-hawkeyes,virginia-cavaliers,ucf-knights,southern-methodist-mustangs,colorado-buffaloes,arizona-state-sun-devils,california-golden-bears,michigan-state-spartans
brooks-kubena,2019,6,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,lsu-tigers,auburn-tigers,wisconsin-badgers,oklahoma-sooners,florida-gators,notre-dame-fighting-irish,penn-state-nittany-lions,texas-longhorns,washington-huskies,utah-utes,iowa-hawkeyes,oregon-ducks,boise-state-broncos,michigan-wolverines,texas-am-aggies,arizona-state-sun-devils,california-golden-bears,michigan-state-spartans,southern-methodist-mustangs,virginia-cavaliers,oklahoma-state-cowboys
bryce-miller,2019,6,alabama-crimson-tide,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,oklahoma-sooners,lsu-tigers,notre-dame-fighting-irish,texas-longhorns,penn-state-nittany-lions,florida-gators,auburn-tigers,wisconsin-badgers,washington-huskies,iowa-hawkeyes,oregon-ducks,oklahoma-state-cowboys,texas-am-aggies,ucf-knights,boise-state-broncos,memphis-tigers,utah-utes,wake-forest-demon-deacons,southern-methodist-mustangs,michigan-wolverines,virginia-cavaliers
chadd-cripe,2019,6,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,lsu-tigers,auburn-tigers,ohio-state-buckeyes,wisconsin-badgers,oklahoma-sooners,florida-gators,oregon-ducks,notre-dame-fighting-irish,texas-longhorns,washington-huskies,penn-state-nittany-lions,iowa-hawkeyes,boise-state-broncos,utah-utes,ucf-knights,wake-forest-demon-deacons,arizona-state-sun-devils,california-golden-bears,appalachian-state-mountaineers,southern-methodist-mustangs,oklahoma-state-cowboys,virginia-cavaliers
chris-murray,2019,6,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,lsu-tigers,auburn-tigers,ohio-state-buckeyes,oklahoma-sooners,wisconsin-badgers,florida-gators,texas-longhorns,notre-dame-fighting-irish,penn-state-nittany-lions,oregon-ducks,iowa-hawkeyes,boise-state-broncos,washington-huskies,utah-utes,wake-forest-demon-deacons,southern-methodist-mustangs,ucf-knights,michigan-wolverines,oklahoma-state-cowboys,california-golden-bears,virginia-cavaliers,arizona-state-sun-devils
chuck-carlton,2019,6,alabama-crimson-tide,georgia-bulldogs,clemson-tigers,lsu-tigers,oklahoma-sooners,ohio-state-buckeyes,auburn-tigers,wisconsin-badgers,florida-gators,notre-dame-fighting-irish,texas-longhorns,penn-state-nittany-lions,oregon-ducks,iowa-hawkeyes,washington-huskies,utah-utes,boise-state-broncos,ucf-knights,arizona-state-sun-devils,michigan-state-spartans,texas-am-aggies,oklahoma-state-cowboys,southern-methodist-mustangs,wake-forest-demon-deacons,california-golden-bears
conor-oneill,2019,6,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,ohio-state-buckeyes,lsu-tigers,oklahoma-sooners,auburn-tigers,wisconsin-badgers,penn-state-nittany-lions,notre-dame-fighting-irish,florida-gators,texas-longhorns,oregon-ducks,iowa-hawkeyes,utah-utes,boise-state-broncos,washington-huskies,michigan-wolverines,memphis-tigers,wake-forest-demon-deacons,oklahoma-state-cowboys,arizona-state-sun-devils,southern-methodist-mustangs,appalachian-state-mountaineers,virginia-cavaliers
dave-reardon,2019,6,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,oklahoma-sooners,clemson-tigers,florida-gators,lsu-tigers,auburn-tigers,wisconsin-badgers,iowa-hawkeyes,penn-state-nittany-lions,notre-dame-fighting-irish,oregon-ducks,texas-longhorns,boise-state-broncos,arizona-state-sun-devils,michigan-state-spartans,california-golden-bears,washington-huskies,michigan-wolverines,memphis-tigers,ucf-knights,appalachian-state-mountaineers,wake-forest-demon-deacons,utah-utes
david-briggs,2019,6,ohio-state-buckeyes,alabama-crimson-tide,georgia-bulldogs,clemson-tigers,lsu-tigers,oklahoma-sooners,auburn-tigers,wisconsin-badgers,notre-dame-fighting-irish,texas-longhorns,oregon-ducks,penn-state-nittany-lions,iowa-hawkeyes,florida-gators,utah-utes,boise-state-broncos,ucf-knights,washington-huskies,wake-forest-demon-deacons,oklahoma-state-cowboys,virginia-cavaliers,california-golden-bears,arizona-state-sun-devils,michigan-wolverines,michigan-state-spartans
davis-potter,2019,6,alabama-crimson-tide,clemson-tigers,georgia-bulldogs,lsu-tigers,oklahoma-sooners,ohio-state-buckeyes,auburn-tigers,texas-longhorns,florida-gators,notre-dame-fighting-irish,wisconsin-badgers,penn-state-nittany-lions,oregon-ducks,utah-utes,iowa-hawkeyes,washington-huskies,michigan-state-spartans,texas-am-aggies,michigan-wolverines,ucf-knights,boise-state-broncos,oklahoma-state-cowboys,army-west-point-black-knights,virginia-cavaliers,southern-methodist-mustangs
don-williams,2019,6,alabama-crimson-tide,clemson-tigers,georgia-bulldogs,lsu-tigers,oklahoma-sooners,ohio-state-buckeyes,notre-dame-fighting-irish,texas-longhorns,auburn-tigers,oregon-ducks,wisconsin-badgers,florida-gators,penn-state-nittany-lions,iowa-hawkeyes,oklahoma-state-cowboys,washington-huskies,virginia-cavaliers,utah-utes,arizona-state-sun-devils,ucf-knights,california-golden-bears,michigan-state-spartans,wake-forest-demon-deacons,michigan-wolverines,boise-state-broncos
dylan-sinn,2019,6,clemson-tigers,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,lsu-tigers,oklahoma-sooners,auburn-tigers,penn-state-nittany-lions,notre-dame-fighting-irish,wisconsin-badgers,florida-gators,texas-longhorns,iowa-hawkeyes,oregon-ducks,boise-state-broncos,washington-huskies,utah-utes,wake-forest-demon-deacons,virginia-cavaliers,appalachian-state-mountaineers,southern-methodist-mustangs,arizona-state-sun-devils,texas-am-aggies,california-golden-bears,ucf-knights
