aaron-mcmann,2019,16,lsu-tigers,ohio-state-buckeyes,clemson-tigers,oklahoma-sooners,georgia-bulldogs,oregon-ducks,florida-gators,utah-utes,alabama-crimson-tide,wisconsin-badgers,memphis-tigers,notre-dame-fighting-irish,penn-state-nittany-lions,auburn-tigers,baylor-bears,boise-state-broncos,minnesota-golden-gophers,michigan-wolverines,iowa-hawkeyes,appalachian-state-mountaineers,usc-trojans,navy-midshipmen,cincinnati-bearcats,southern-methodist-mustangs,air-force-falcons
adam-zucker,2019,16,lsu-tigers,ohio-state-buckeyes,clemson-tigers,oklahoma-sooners,wisconsin-badgers,georgia-bulldogs,florida-gators,auburn-tigers,alabama-crimson-tide,oregon-ducks,baylor-bears,minnesota-golden-gophers,penn-state-nittany-lions,utah-utes,michigan-wolverines,notre-dame-fighting-irish,iowa-hawkeyes,memphis-tigers,boise-state-broncos,appalachian-state-mountaineers,navy-midshipmen,virginia-cavaliers,southern-methodist-mustangs,air-force-falcons,north-dakota-state-bison
andy-greder,2019,16,ohio-state-buckeyes,lsu-tigers,clemson-tigers,oklahoma-sooners,baylor-bears,georgia-bulldogs,oregon-ducks,florida-gators,wisconsin-badgers,alabama-crimson-tide,auburn-tigers,minnesota-golden-gophers,utah-utes,penn-state-nittany-lions,michigan-wolverines,notre-dame-fighting-irish,iowa-hawkeyes,memphis-tigers,boise-state-broncos,appalachian-state-mountaineers,navy-midshipmen,oklahoma-state-cowboys,cincinnati-bearcats,usc-trojans,kansas-state-wildcats
audrey-dahlgren,2019,16,lsu-tigers,ohio-state-buckeyes,clemson-tigers,oklahoma-sooners,georgia-bulldogs,oregon-ducks,utah-utes,baylor-bears,florida-gators,alabama-crimson-tide,wisconsin-badgers,auburn-tigers,memphis-tigers,penn-state-nittany-lions,notre-dame-fighting-irish,minnesota-golden-gophers,michigan-wolverines,iowa-hawkeyes,boise-state-broncos,appalachian-state-mountaineers,cincinnati-bearcats,virginia-cavaliers,navy-midshipmen,usc-trojans,air-force-falcons
blair-kerkhoff,2019,16,lsu-tigers,ohio-state-buckeyes,clemson-tigers,oklahoma-sooners,oregon-ducks,georgia-bulldogs,baylor-bears,utah-utes,auburn-tigers,alabama-crimson-tide,wisconsin-badgers,florida-gators,penn-state-nittany-lions,michigan-wolverines,notre-dame-fighting-irish,minnesota-golden-gophers,memphis-tigers,boise-state-broncos,iowa-hawkeyes,appalachian-state-mountaineers,usc-trojans,oklahoma-state-cowboys,kansas-state-wildcats,navy-midshipmen,cincinnati-bearcats
bob-asmussen,2019,16,lsu-tigers,ohio-state-buckeyes,clemson-tigers,oklahoma-sooners,oregon-ducks,georgia-bulldogs,baylor-bears,florida-gators,alabama-crimson-tide,penn-state-nittany-lions,wisconsin-badgers,utah-utes,notre-dame-fighting-irish,auburn-tigers,minnesota-golden-gophers,michigan-wolverines,boise-state-broncos,iowa-hawkeyes,memphis-tigers,appalachian-state-mountaineers,navy-midshipmen,air-force-falcons,kansas-state-wildcats,virginia-cavaliers,cincinnati-bearcats
brett-mcmurphy,2019,16,lsu-tigers,ohio-state-buckeyes,clemson-tigers,oklahoma-sooners,georgia-bulldogs,florida-gators,penn-state-nittany-lions,wisconsin-badgers,auburn-tigers,oregon-ducks,alabama-crimson-tide,baylor-bears,utah-utes,minnesota-golden-gophers,memphis-tigers,boise-state-broncos,notre-dame-fighting-irish,iowa-hawkeyes,michigan-wolverines,appalachian-state-mountaineers,air-force-falcons,usc-trojans,cincinnati-bearcats,navy-midshipmen,oklahoma-state-cowboys
brian-howell,2019,16,lsu-tigers,clemson-tigers,ohio-state-buckeyes,oklahoma-sooners,oregon-ducks,georgia-bulldogs,alabama-crimson-tide,florida-gators,memphis-tigers,utah-utes,notre-dame-fighting-irish,auburn-tigers,wisconsin-badgers,baylor-bears,minnesota-golden-gophers,penn-state-nittany-lions,boise-state-broncos,michigan-wolverines,iowa-hawkeyes,appalachian-state-mountaineers,cincinnati-bearcats,navy-midshipmen,air-force-falcons,southern-methodist-mustangs,virginia-cavaliers
brooks-kubena,2019,16,lsu-tigers,ohio-state-buckeyes,clemson-tigers,oklahoma-sooners,baylor-bears,oregon-ducks,georgia-bulldogs,florida-gators,alabama-crimson-tide,auburn-tigers,memphis-tigers,utah-utes,wisconsin-badgers,penn-state-nittany-lions,minnesota-golden-gophers,michigan-wolverines,notre-dame-fighting-irish,iowa-hawkeyes,boise-state-broncos,appalachian-state-mountaineers,navy-midshipmen,cincinnati-bearcats,southern-methodist-mustangs,usc-trojans,virginia-cavaliers
bryce-miller,2019,16,lsu-tigers,ohio-state-buckeyes,clemson-tigers,oklahoma-sooners,georgia-bulldogs,florida-gators,baylor-bears,auburn-tigers,alabama-crimson-tide,penn-state-nittany-lions,oregon-ducks,utah-utes,michigan-wolverines,notre-dame-fighting-irish,wisconsin-badgers,iowa-hawkeyes,minnesota-golden-gophers,memphis-tigers,boise-state-broncos,navy-midshipmen,appalachian-state-mountaineers,usc-trojans,air-force-falcons,southern-methodist-mustangs,cincinnati-bearcats
chadd-cripe,2019,16,lsu-tigers,ohio-state-buckeyes,clemson-tigers,oklahoma-sooners,georgia-bulldogs,florida-gators,auburn-tigers,alabama-crimson-tide,oregon-ducks,baylor-bears,wisconsin-badgers,penn-state-nittany-lions,utah-utes,michigan-wolverines,iowa-hawkeyes,notre-dame-fighting-irish,minnesota-golden-gophers,memphis-tigers,boise-state-broncos,appalachian-state-mountaineers,usc-trojans,navy-midshipmen,air-force-falcons,oklahoma-state-cowboys,kansas-state-wildcats
chris-murray,2019,16,lsu-tigers,ohio-state-buckeyes,clemson-tigers,oklahoma-sooners,georgia-bulldogs,florida-gators,auburn-tigers,penn-state-nittany-lions,baylor-bears,oregon-ducks,alabama-crimson-tide,utah-utes,wisconsin-badgers,minnesota-golden-gophers,michigan-wolverines,notre-dame-fighting-irish,memphis-tigers,iowa-hawkeyes,boise-state-broncos,appalachian-state-mountaineers,navy-midshipmen,cincinnati-bearcats,usc-trojans,air-force-falcons,virginia-cavaliers
chuck-carlton,2019,16,lsu-tigers,clemson-tigers,ohio-state-buckeyes,oklahoma-sooners,oregon-ducks,georgia-bulldogs,baylor-bears,florida-gators,auburn-tigers,alabama-crimson-tide,wisconsin-badgers,utah-utes,penn-state-nittany-lions,memphis-tigers,notre-dame-fighting-irish,minnesota-golden-gophers,boise-state-broncos,michigan-wolverines,iowa-hawkeyes,appalachian-state-mountaineers,kansas-state-wildcats,usc-trojans,cincinnati-bearcats,navy-midshipmen,oklahoma-state-cowboys
