Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2019,14,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,oklahoma-sooners,utah-utes,florida-gators,wisconsin-badgers,minnesota-golden-gophers,oregon-ducks,michigan-wolverines,notre-dame-fighting-irish,penn-state-nittany-lions,baylor-bears,cincinnati-bearcats,boise-state-broncos,memphis-tigers,iowa-hawkeyes,auburn-tigers,usc-trojans,virginia-cavaliers,virginia-tech-hokies,appalachian-state-mountaineers,oklahoma-state-cowboys
adam-zucker,2019,14,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,utah-utes,minnesota-golden-gophers,oklahoma-sooners,penn-state-nittany-lions,florida-gators,wisconsin-badgers,michigan-wolverines,oregon-ducks,baylor-bears,auburn-tigers,notre-dame-fighting-irish,iowa-hawkeyes,memphis-tigers,boise-state-broncos,oklahoma-state-cowboys,cincinnati-bearcats,navy-midshipmen,texas-am-aggies,appalachian-state-mountaineers,north-dakota-state-bison
andy-greder,2019,14,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,utah-utes,minnesota-golden-gophers,oklahoma-sooners,florida-gators,baylor-bears,penn-state-nittany-lions,michigan-wolverines,oregon-ducks,cincinnati-bearcats,auburn-tigers,notre-dame-fighting-irish,wisconsin-badgers,iowa-hawkeyes,memphis-tigers,boise-state-broncos,oklahoma-state-cowboys,appalachian-state-mountaineers,virginia-tech-hokies,navy-midshipmen,iowa-state-cyclones
audrey-dahlgren,2019,14,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,utah-utes,oklahoma-sooners,michigan-wolverines,minnesota-golden-gophers,florida-gators,oregon-ducks,penn-state-nittany-lions,baylor-bears,wisconsin-badgers,notre-dame-fighting-irish,auburn-tigers,cincinnati-bearcats,memphis-tigers,iowa-hawkeyes,boise-state-broncos,oklahoma-state-cowboys,iowa-state-cyclones,usc-trojans,appalachian-state-mountaineers,navy-midshipmen
blair-kerkhoff,2019,14,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,utah-utes,oklahoma-sooners,minnesota-golden-gophers,florida-gators,baylor-bears,michigan-wolverines,oregon-ducks,penn-state-nittany-lions,wisconsin-badgers,auburn-tigers,notre-dame-fighting-irish,iowa-hawkeyes,cincinnati-bearcats,memphis-tigers,boise-state-broncos,oklahoma-state-cowboys,usc-trojans,appalachian-state-mountaineers,virginia-tech-hokies,iowa-state-cyclones
bob-asmussen,2019,14,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,oklahoma-sooners,utah-utes,minnesota-golden-gophers,florida-gators,penn-state-nittany-lions,baylor-bears,michigan-wolverines,notre-dame-fighting-irish,oregon-ducks,wisconsin-badgers,cincinnati-bearcats,boise-state-broncos,iowa-hawkeyes,memphis-tigers,auburn-tigers,oklahoma-state-cowboys,appalachian-state-mountaineers,iowa-state-cyclones,virginia-tech-hokies,navy-midshipmen
brett-mcmurphy,2019,14,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,utah-utes,alabama-crimson-tide,oklahoma-sooners,florida-gators,minnesota-golden-gophers,penn-state-nittany-lions,baylor-bears,wisconsin-badgers,michigan-wolverines,oregon-ducks,auburn-tigers,cincinnati-bearcats,boise-state-broncos,memphis-tigers,notre-dame-fighting-irish,iowa-hawkeyes,oklahoma-state-cowboys,appalachian-state-mountaineers,virginia-tech-hokies,air-force-falcons,iowa-state-cyclones
brian-howell,2019,14,lsu-tigers,clemson-tigers,ohio-state-buckeyes,utah-utes,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,minnesota-golden-gophers,baylor-bears,florida-gators,michigan-wolverines,cincinnati-bearcats,oregon-ducks,notre-dame-fighting-irish,memphis-tigers,penn-state-nittany-lions,wisconsin-badgers,iowa-hawkeyes,auburn-tigers,boise-state-broncos,appalachian-state-mountaineers,virginia-tech-hokies,air-force-falcons,navy-midshipmen,southern-methodist-mustangs
brooks-kubena,2019,14,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,oklahoma-sooners,alabama-crimson-tide,utah-utes,baylor-bears,michigan-wolverines,florida-gators,minnesota-golden-gophers,penn-state-nittany-lions,oregon-ducks,memphis-tigers,auburn-tigers,wisconsin-badgers,iowa-hawkeyes,notre-dame-fighting-irish,boise-state-broncos,appalachian-state-mountaineers,cincinnati-bearcats,virginia-tech-hokies,oklahoma-state-cowboys,navy-midshipmen,louisiana-lafayette-ragin-cajuns
bryce-miller,2019,14,ohio-state-buckeyes,lsu-tigers,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,utah-utes,florida-gators,michigan-wolverines,oklahoma-sooners,baylor-bears,penn-state-nittany-lions,auburn-tigers,oregon-ducks,notre-dame-fighting-irish,wisconsin-badgers,iowa-hawkeyes,minnesota-golden-gophers,cincinnati-bearcats,memphis-tigers,boise-state-broncos,oklahoma-state-cowboys,navy-midshipmen,usc-trojans,iowa-state-cyclones,appalachian-state-mountaineers
chadd-cripe,2019,14,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,utah-utes,oklahoma-sooners,baylor-bears,minnesota-golden-gophers,florida-gators,penn-state-nittany-lions,wisconsin-badgers,michigan-wolverines,auburn-tigers,oregon-ducks,iowa-hawkeyes,notre-dame-fighting-irish,memphis-tigers,boise-state-broncos,cincinnati-bearcats,virginia-tech-hokies,oklahoma-state-cowboys,appalachian-state-mountaineers,virginia-cavaliers,navy-midshipmen
chris-murray,2019,14,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,oklahoma-sooners,alabama-crimson-tide,utah-utes,baylor-bears,minnesota-golden-gophers,florida-gators,penn-state-nittany-lions,michigan-wolverines,oregon-ducks,notre-dame-fighting-irish,wisconsin-badgers,cincinnati-bearcats,memphis-tigers,auburn-tigers,iowa-hawkeyes,boise-state-broncos,oklahoma-state-cowboys,appalachian-state-mountaineers,navy-midshipmen,usc-trojans,iowa-state-cyclones
chuck-carlton,2019,14,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,oklahoma-sooners,utah-utes,florida-gators,baylor-bears,minnesota-golden-gophers,penn-state-nittany-lions,oregon-ducks,michigan-wolverines,notre-dame-fighting-irish,wisconsin-badgers,iowa-hawkeyes,auburn-tigers,memphis-tigers,cincinnati-bearcats,boise-state-broncos,appalachian-state-mountaineers,virginia-tech-hokies,usc-trojans,oklahoma-state-cowboys,iowa-state-cyclones
