PlayerA,PlayerB,A>B,B>A
Abreu,Altuve,0,1
Abreu,Bautista,0,0
Abreu,Beltre,0,0
Abreu,Betts,0,0
Abreu,Brantley,1,0
Abreu,Cabrera,0,0
Abreu,Cain,0,1
Abreu,Correa,0,0
Abreu,Cruz,0,1
Abreu,DavisC,0,0
Abreu,DavisW,0,0
Abreu,Donaldson,0,1
Abreu,Dozier,0,0
Abreu,Encarnacion,0,1
Abreu,Fielder,0,1
Abreu,Hosmer,0,0
Abreu,Keuchel,0,0
Abreu,Kiermaier,0,0
Abreu,Kinsler,0,0
Abreu,Kipnis,0,0
Abreu,Machado,0,0
Abreu,Martin,0,0
Abreu,Martinez,1,0
Abreu,McCann,0,0
Abreu,Morales,0,0
Abreu,Moustakas,0,0
Abreu,Ortiz,0,0
Abreu,Price,0,0
Abreu,Rodriguez,0,0
Abreu,Sale,0,0
Abreu,Teixeira,0,0
Abreu,Trout,0,1
Altuve,Bautista,4,4
Altuve,Beltre,1,5
Altuve,Betts,0,0
Altuve,Brantley,1,0
Altuve,Cabrera,1,3
Altuve,Cain,1,10
Altuve,Correa,0,0
Altuve,Cruz,3,4
Altuve,DavisC,2,1
Altuve,DavisW,0,0
Altuve,Donaldson,0,11
Altuve,Dozier,1,0
Altuve,Encarnacion,4,2
Altuve,Fielder,1,3
Altuve,Hosmer,1,0
Altuve,Keuchel,1,3
Altuve,Kiermaier,1,1
Altuve,Kinsler,0,0
Altuve,Kipnis,1,1
Altuve,Machado,3,5
Altuve,Martin,0,0
Altuve,Martinez,3,0
Altuve,McCann,1,0
Altuve,Morales,0,1
Altuve,Moustakas,1,0
Altuve,Ortiz,0,0
Altuve,Price,1,1
Altuve,Rodriguez,0,0
Altuve,Sale,0,0
Altuve,Teixeira,0,0
Altuve,Trout,0,11
Bautista,Beltre,6,8
Bautista,Betts,0,0
Bautista,Brantley,0,0
Bautista,Cabrera,5,4
Bautista,Cain,2,18
Bautista,Correa,1,0
Bautista,Cruz,7,10
Bautista,DavisC,6,1
Bautista,DavisW,0,0
Bautista,Donaldson,0,20
Bautista,Dozier,1,0
Bautista,Encarnacion,5,2
Bautista,Fielder,4,1
Bautista,Hosmer,1,0
Bautista,Keuchel,3,10
Bautista,Kiermaier,0,1
Bautista,Kinsler,0,0
Bautista,Kipnis,1,0
Bautista,Machado,4,14
Bautista,Martin,0,0
Bautista,Martinez,3,0
Bautista,McCann,1,0
Bautista,Morales,1,0
Bautista,Moustakas,0,1
Bautista,Ortiz,1,0
Bautista,Price,4,4
Bautista,Rodriguez,1,0
Bautista,Sale,0,0
Bautista,Teixeira,1,0
Bautista,Trout,0,20
Beltre,Betts,1,1
Beltre,Brantley,0,0
Beltre,Cabrera,3,3
Beltre,Cain,0,21
Beltre,Correa,1,0
Beltre,Cruz,8,6
Beltre,DavisC,4,4
Beltre,DavisW,0,0
Beltre,Donaldson,0,21
Beltre,Dozier,0,0
Beltre,Encarnacion,2,2
Beltre,Fielder,1,0
Beltre,Hosmer,2,0
Beltre,Keuchel,5,12
Beltre,Kiermaier,3,1
Beltre,Kinsler,1,0
Beltre,Kipnis,1,2
Beltre,Machado,4,16
Beltre,Martin,2,0
Beltre,Martinez,3,2
Beltre,McCann,0,0
Beltre,Morales,0,0
Beltre,Moustakas,1,0
Beltre,Ortiz,0,0
Beltre,Price,5,7
Beltre,Rodriguez,1,0
Beltre,Sale,0,1
Beltre,Teixeira,1,0
Beltre,Trout,0,21
Betts,Brantley,0,0
Betts,Cabrera,0,0
Betts,Cain,0,2
Betts,Correa,0,0
Betts,Cruz,0,0
Betts,DavisC,0,1
Betts,DavisW,0,0
Betts,Donaldson,0,2
Betts,Dozier,0,0
Betts,Encarnacion,0,0
Betts,Fielder,0,0
Betts,Hosmer,0,0
Betts,Keuchel,0,1
Betts,Kiermaier,1,1
Betts,Kinsler,0,1
Betts,Kipnis,0,1
Betts,Machado,0,2
Betts,Martin,0,0
Betts,Martinez,0,1
Betts,McCann,0,0
Betts,Morales,0,0
Betts,Moustakas,0,0
Betts,Ortiz,0,0
Betts,Price,0,1
Betts,Rodriguez,0,0
Betts,Sale,0,0
