PlayerA,PlayerB,A>B,B>A
Altuve,Bauer,0,0
Altuve,Betts,0,5
Altuve,Bogaerts,1,1
Altuve,Bregman,0,5
Altuve,Chapman,0,5
Altuve,DavisC,0,2
Altuve,Diaz,0,0
Altuve,Gregorius,0,1
Altuve,Haniger,0,0
Altuve,Hicks,0,0
Altuve,Judge,1,0
Altuve,Lindor,0,5
Altuve,Lowrie,0,0
Altuve,Martinez,0,5
Altuve,Merrifield,1,0
Altuve,Ramirez,0,5
Altuve,Sale,0,0
Altuve,Simmons,0,0
Altuve,Snell,0,1
Altuve,Stanton,0,0
Altuve,Treinen,1,0
Altuve,Trout,0,5
Altuve,Verlander,0,1
Bauer,Betts,0,1
Bauer,Bogaerts,0,0
Bauer,Bregman,0,1
Bauer,Chapman,0,1
Bauer,DavisC,0,0
Bauer,Diaz,0,0
Bauer,Gregorius,0,0
Bauer,Haniger,0,1
Bauer,Hicks,0,0
Bauer,Judge,0,0
Bauer,Lindor,0,1
Bauer,Lowrie,0,0
Bauer,Martinez,0,1
Bauer,Merrifield,0,0
Bauer,Ramirez,0,1
Bauer,Sale,0,0
Bauer,Simmons,0,0
Bauer,Snell,0,1
Bauer,Stanton,0,0
Bauer,Treinen,0,0
Bauer,Trout,0,1
Bauer,Verlander,0,0
Betts,Bogaerts,4,0
Betts,Bregman,30,0
Betts,Chapman,30,0
Betts,DavisC,16,0
Betts,Diaz,3,0
Betts,Gregorius,2,0
Betts,Haniger,9,0
Betts,Hicks,1,0
Betts,Judge,4,0
Betts,Lindor,30,0
Betts,Lowrie,2,0
Betts,Martinez,29,1
Betts,Merrifield,4,0
Betts,Ramirez,30,0
Betts,Sale,1,0
Betts,Simmons,5,0
Betts,Snell,15,0
Betts,Stanton,2,0
Betts,Treinen,5,0
Betts,Trout,29,1
Betts,Verlander,11,0
Bogaerts,Bregman,0,4
Bogaerts,Chapman,0,4
Bogaerts,DavisC,0,2
Bogaerts,Diaz,0,0
Bogaerts,Gregorius,0,0
Bogaerts,Haniger,1,0
Bogaerts,Hicks,0,0
Bogaerts,Judge,0,0
Bogaerts,Lindor,0,4
Bogaerts,Lowrie,0,0
Bogaerts,Martinez,0,4
Bogaerts,Merrifield,2,0
Bogaerts,Ramirez,0,4
Bogaerts,Sale,0,0
Bogaerts,Simmons,0,0
Bogaerts,Snell,0,0
Bogaerts,Stanton,0,0
Bogaerts,Treinen,0,0
Bogaerts,Trout,0,4
Bogaerts,Verlander,1,0
Bregman,Chapman,26,4
Bregman,DavisC,16,0
Bregman,Diaz,3,0
Bregman,Gregorius,2,0
Bregman,Haniger,9,0
Bregman,Hicks,1,0
Bregman,Judge,4,0
Bregman,Lindor,18,12
Bregman,Lowrie,2,0
Bregman,Martinez,14,16
Bregman,Merrifield,4,0
Bregman,Ramirez,11,19
Bregman,Sale,1,0
Bregman,Simmons,5,0
Bregman,Snell,15,0
Bregman,Stanton,2,0
Bregman,Treinen,5,0
Bregman,Trout,3,27
Bregman,Verlander,11,0
Chapman,DavisC,15,1
Chapman,Diaz,3,0
Chapman,Gregorius,2,0
Chapman,Haniger,9,0
Chapman,Hicks,1,0
Chapman,Judge,3,1
Chapman,Lindor,8,22
Chapman,Lowrie,2,0
Chapman,Martinez,9,21
Chapman,Merrifield,4,0
Chapman,Ramirez,4,26
Chapman,Sale,1,0
Chapman,Simmons,5,0
Chapman,Snell,14,1
Chapman,Stanton,2,0
Chapman,Treinen,5,0
Chapman,Trout,0,30
Chapman,Verlander,10,1
DavisC,Diaz,1,1
DavisC,Gregorius,0,0
DavisC,Haniger,4,1
DavisC,Hicks,1,0
DavisC,Judge,2,1
DavisC,Lindor,0,16
DavisC,Lowrie,1,0
DavisC,Martinez,0,16
DavisC,Merrifield,0,0
DavisC,Ramirez,0,16
DavisC,Sale,0,0
DavisC,Simmons,0,1
DavisC,Snell,3,3
DavisC,Stanton,1,0
DavisC,Treinen,2,1
DavisC,Trout,0,16
DavisC,Verlander,5,0
Diaz,Gregorius,0,0
Diaz,Haniger,0,0
Diaz,Hicks,0,0
Diaz,Judge,0,0
Diaz,Lindor,0,3
Diaz,Lowrie,0,0
Diaz,Martinez,0,3
Diaz,Merrifield,0,0
Diaz,Ramirez,0,3
Diaz,Sale,0,0
Diaz,Simmons,1,0
Diaz,Snell,0,2
Diaz,Stanton,0,0
Diaz,Treinen,0,1
Diaz,Trout,0,3
Diaz,Verlander,0,0
Gregorius,Haniger,0,0
Gregorius,Hicks,0,0
Gregorius,Judge,0,1
Gregorius,Lindor,0,2
Gregorius,Lowrie,0,1
Gregorius,Martinez,0,2
Gregorius,Merrifield,0,0
Gregorius,Ramirez,0,2
Gregorius,Sale,0,0
Gregorius,Simmons,0,0
Gregorius,Snell,0,1
Gregorius,Stanton,0,0
Gregorius,Treinen,0,0
Gregorius,Trout,0,2
Gregorius,Verlander,0,0
Haniger,Hicks,1,0
Haniger,Judge,0,0
Haniger,Lindor,0,9
Haniger,Lowrie,0,0
Haniger,Martinez,0,9
Haniger,Merrifield,0,1
Haniger,Ramirez,0,9
Haniger,Sale,0,0
Haniger,Simmons,0,0
Haniger,Snell,2,3
Haniger,Stanton,0,1
Haniger,Treinen,1,0
Haniger,Trout,0,9
Haniger,Verlander,1,1
Hicks,Judge,0,0
Hicks,Lindor,0,1
Hicks,Lowrie,0,0
Hicks,Martinez,0,1
Hicks,Merrifield,0,0
Hicks,Ramirez,0,1
Hicks,Sale,0,0
Hicks,Simmons,0,0
Hicks,Snell,0,0
Hicks,Stanton,0,0
Hicks,Treinen,0,0
Hicks,Trout,0,1
Hicks,Verlander,0,0
Judge,Lindor,1,3
Judge,Lowrie,2,0
Judge,Martinez,0,4
Judge,Merrifield,0,0
Judge,Ramirez,0,4
Judge,Sale,0,0
Judge,Simmons,0,0
Judge,Snell,0,0
Judge,Stanton,0,0
Judge,Treinen,0,0
Judge,Trout,0,4
Judge,Verlander,0,1
Lindor,Lowrie,2,0
Lindor,Martinez,9,21
Lindor,Merrifield,4,0
Lindor,Ramirez,8,22
Lindor,Sale,1,0
Lindor,Simmons,5,0
Lindor,Snell,15,0
Lindor,Stanton,2,0
Lindor,Treinen,5,0
Lindor,Trout,0,30
Lindor,Verlander,10,1
Lowrie,Martinez,0,2
Lowrie,Merrifield,0,0
Lowrie,Ramirez,0,2
Lowrie,Sale,0,0
Lowrie,Simmons,0,0
Lowrie,Snell,0,0
Lowrie,Stanton,0,0
Lowrie,Treinen,0,0
Lowrie,Trout,0,2
Lowrie,Verlander,0,0
Martinez,Merrifield,4,0
Martinez,Ramirez,11,19
Martinez,Sale,1,0
Martinez,Simmons,5,0
Martinez,Snell,15,0
Martinez,Stanton,2,0
Martinez,Treinen,5,0
Martinez,Trout,5,25
Martinez,Verlander,10,1
Merrifield,Ramirez,0,4
Merrifield,Sale,0,0
Merrifield,Simmons,0,1
Merrifield,Snell,0,1
Merrifield,Stanton,0,0
Merrifield,Treinen,0,0
Merrifield,Trout,0,4
Merrifield,Verlander,1,1
Ramirez,Sale,1,0
Ramirez,Simmons,5,0
Ramirez,Snell,15,0
Ramirez,Stanton,2,0
Ramirez,Treinen,5,0
Ramirez,Trout,2,28
Ramirez,Verlander,11,0
Sale,Simmons,0,0
Sale,Snell,0,1
Sale,Stanton,0,0
Sale,Treinen,0,0
Sale,Trout,0,1
Sale,Verlander,0,1
Simmons,Snell,0,4
Simmons,Stanton,0,0
Simmons,Treinen,0,0
Simmons,Trout,0,5
Simmons,Verlander,0,3
Snell,Stanton,0,1
Snell,Treinen,3,0
Snell,Trout,0,15
Snell,Verlander,2,2
Stanton,Treinen,0,0
Stanton,Trout,0,2
Stanton,Verlander,0,1
Treinen,Trout,0,5
Treinen,Verlander,0,1
Trout,Verlander,11,0
