PlayerA,PlayerB,A>B,B>A
Arenado,Arrieta,9,7
Arenado,Bryant,2,2
Arenado,Carpenter,8,2
Arenado,Cespedes,6,0
Arenado,Cole,0,1
Arenado,Goldschmidt,4,16
Arenado,Gonzalez,1,0
Arenado,Gordon,3,0
Arenado,Granderson,0,0
Arenado,Greinke,7,9
Arenado,Harper,0,20
Arenado,Heyward,0,2
Arenado,Kershaw,4,1
Arenado,McCutchen,9,8
Arenado,Pollock,7,0
Arenado,Posey,10,5
Arenado,Rizzo,3,14
Arenado,Rosenthal,1,0
Arenado,Votto,8,11
Arrieta,Bryant,3,2
Arrieta,Carpenter,9,1
Arrieta,Cespedes,4,1
Arrieta,Cole,1,0
Arrieta,Goldschmidt,7,18
Arrieta,Gonzalez,0,0
Arrieta,Gordon,2,0
Arrieta,Granderson,0,0
Arrieta,Greinke,14,8
Arrieta,Harper,0,25
Arrieta,Heyward,3,1
Arrieta,Kershaw,11,1
Arrieta,McCutchen,9,13
Arrieta,Pollock,9,1
Arrieta,Posey,12,8
Arrieta,Rizzo,9,13
Arrieta,Rosenthal,0,1
Arrieta,Votto,9,14
Bryant,Carpenter,1,0
Bryant,Cespedes,0,0
Bryant,Cole,0,0
Bryant,Goldschmidt,2,6
Bryant,Gonzalez,1,0
Bryant,Gordon,0,0
Bryant,Granderson,0,1
Bryant,Greinke,2,3
Bryant,Harper,0,8
Bryant,Heyward,1,1
Bryant,Kershaw,3,1
Bryant,McCutchen,3,4
Bryant,Pollock,3,1
Bryant,Posey,3,5
Bryant,Rizzo,2,5
Bryant,Rosenthal,0,0
Bryant,Votto,1,6
Carpenter,Cespedes,2,2
Carpenter,Cole,1,0
Carpenter,Goldschmidt,0,12
Carpenter,Gonzalez,1,1
Carpenter,Gordon,1,0
Carpenter,Granderson,0,1
Carpenter,Greinke,1,8
Carpenter,Harper,0,12
Carpenter,Heyward,0,0
Carpenter,Kershaw,0,1
Carpenter,McCutchen,0,11
Carpenter,Pollock,1,0
Carpenter,Posey,3,5
Carpenter,Rizzo,0,11
Carpenter,Rosenthal,0,1
Carpenter,Votto,1,11
Cespedes,Cole,0,0
Cespedes,Goldschmidt,0,7
Cespedes,Gonzalez,1,0
Cespedes,Gordon,2,0
Cespedes,Granderson,0,0
Cespedes,Greinke,1,4
Cespedes,Harper,0,7
Cespedes,Heyward,0,0
Cespedes,Kershaw,0,1
Cespedes,McCutchen,3,3
Cespedes,Pollock,1,0
Cespedes,Posey,4,2
Cespedes,Rizzo,1,4
Cespedes,Rosenthal,0,0
Cespedes,Votto,1,6
Cole,Goldschmidt,0,1
Cole,Gonzalez,0,0
Cole,Gordon,0,0
Cole,Granderson,0,0
Cole,Greinke,1,0
Cole,Harper,0,1
Cole,Heyward,0,0
Cole,Kershaw,0,0
Cole,McCutchen,0,0
Cole,Pollock,0,0
Cole,Posey,0,1
Cole,Rizzo,0,1
Cole,Rosenthal,0,0
Cole,Votto,0,1
Goldschmidt,Gonzalez,2,0
Goldschmidt,Gordon,3,0
Goldschmidt,Granderson,1,0
Goldschmidt,Greinke,17,7
Goldschmidt,Harper,0,30
Goldschmidt,Heyward,5,0
Goldschmidt,Kershaw,10,2
Goldschmidt,McCutchen,23,4
Goldschmidt,Pollock,12,0
Goldschmidt,Posey,25,0
Goldschmidt,Rizzo,22,5
Goldschmidt,Rosenthal,1,0
Goldschmidt,Votto,23,5
Gonzalez,Gordon,0,0
Gonzalez,Granderson,0,1
Gonzalez,Greinke,0,0
Gonzalez,Harper,0,2
Gonzalez,Heyward,0,0
Gonzalez,Kershaw,0,0
Gonzalez,McCutchen,0,2
Gonzalez,Pollock,0,0
Gonzalez,Posey,0,2
Gonzalez,Rizzo,0,2
Gonzalez,Rosenthal,0,0
Gonzalez,Votto,0,2
Gordon,Granderson,0,0
Gordon,Greinke,0,1
Gordon,Harper,0,3
Gordon,Heyward,0,0
Gordon,Kershaw,0,0
Gordon,McCutchen,0,2
Gordon,Pollock,1,0
Gordon,Posey,1,1
Gordon,Rizzo,0,3
Gordon,Rosenthal,0,1
Gordon,Votto,1,2
Granderson,Greinke,0,0
Granderson,Harper,0,1
Granderson,Heyward,0,0
Granderson,Kershaw,0,0
Granderson,McCutchen,0,1
Granderson,Pollock,0,0
Granderson,Posey,0,1
Granderson,Rizzo,0,1
Granderson,Rosenthal,0,0
Granderson,Votto,0,1
Greinke,Harper,0,24
Greinke,Heyward,2,2
Greinke,Kershaw,9,2
Greinke,McCutchen,11,10
Greinke,Pollock,9,0
Greinke,Posey,15,5
Greinke,Rizzo,10,12
Greinke,Rosenthal,0,0
Greinke,Votto,10,12
Harper,Heyward,5,0
Harper,Kershaw,12,0
Harper,McCutchen,27,0
Harper,Pollock,12,0
Harper,Posey,25,0
