PlayerA,PlayerB,A>B,B>A
AcunaJr,Aguilar,0,0
AcunaJr,Arenado,0,6
AcunaJr,Baez,0,6
AcunaJr,Cain,2,4
AcunaJr,Carpenter,1,4
AcunaJr,DeGrom,2,3
AcunaJr,Freeman,1,5
AcunaJr,Goldschmidt,0,3
AcunaJr,Markakis,1,0
AcunaJr,Muncy,0,0
AcunaJr,Nola,1,0
AcunaJr,Rendon,0,0
AcunaJr,Rizzo,0,0
AcunaJr,Scherzer,0,0
AcunaJr,Story,2,4
AcunaJr,Suarez,0,0
AcunaJr,Turner,3,0
AcunaJr,Yelich,0,6
Aguilar,Arenado,0,3
Aguilar,Baez,0,3
Aguilar,Cain,0,1
Aguilar,Carpenter,0,3
Aguilar,DeGrom,0,1
Aguilar,Freeman,0,3
Aguilar,Goldschmidt,0,2
Aguilar,Markakis,0,0
Aguilar,Muncy,0,1
Aguilar,Nola,0,0
Aguilar,Rendon,1,0
Aguilar,Rizzo,1,0
Aguilar,Scherzer,1,0
Aguilar,Story,0,3
Aguilar,Suarez,0,0
Aguilar,Turner,1,0
Aguilar,Yelich,0,3
Arenado,Baez,5,25
Arenado,Cain,24,4
Arenado,Carpenter,23,3
Arenado,DeGrom,13,9
Arenado,Freeman,18,12
Arenado,Goldschmidt,22,3
Arenado,Markakis,2,0
Arenado,Muncy,3,0
Arenado,Nola,5,1
Arenado,Rendon,10,0
Arenado,Rizzo,3,0
Arenado,Scherzer,7,6
Arenado,Story,21,4
Arenado,Suarez,2,0
Arenado,Turner,6,0
Arenado,Yelich,0,30
Baez,Cain,28,0
Baez,Carpenter,25,1
Baez,DeGrom,12,10
Baez,Freeman,29,1
Baez,Goldschmidt,24,1
Baez,Markakis,2,0
Baez,Muncy,3,0
Baez,Nola,6,0
Baez,Rendon,10,0
Baez,Rizzo,3,0
Baez,Scherzer,11,2
Baez,Story,25,0
Baez,Suarez,2,0
Baez,Turner,6,0
Baez,Yelich,0,30
Cain,Carpenter,13,11
Cain,DeGrom,5,16
Cain,Freeman,8,20
Cain,Goldschmidt,10,14
Cain,Markakis,2,0
Cain,Muncy,2,0
Cain,Nola,4,2
Cain,Rendon,6,3
Cain,Rizzo,2,0
Cain,Scherzer,5,7
Cain,Story,8,15
Cain,Suarez,2,0
Cain,Turner,5,1
Cain,Yelich,0,28
Carpenter,DeGrom,9,9
Carpenter,Freeman,5,21
Carpenter,Goldschmidt,9,13
Carpenter,Markakis,2,0
Carpenter,Muncy,3,0
Carpenter,Nola,0,2
Carpenter,Rendon,6,3
Carpenter,Rizzo,2,1
Carpenter,Scherzer,4,6
Carpenter,Story,10,12
Carpenter,Suarez,2,0
Carpenter,Turner,5,0
Carpenter,Yelich,0,26
DeGrom,Freeman,12,10
DeGrom,Goldschmidt,12,5
DeGrom,Markakis,1,0
DeGrom,Muncy,2,0
DeGrom,Nola,6,0
DeGrom,Rendon,6,0
DeGrom,Rizzo,0,0
DeGrom,Scherzer,12,0
DeGrom,Story,12,6
DeGrom,Suarez,0,0
DeGrom,Turner,3,0
DeGrom,Yelich,1,21
Freeman,Goldschmidt,16,9
Freeman,Markakis,2,0
Freeman,Muncy,3,0
Freeman,Nola,4,2
Freeman,Rendon,10,0
Freeman,Rizzo,3,0
Freeman,Scherzer,7,6
Freeman,Story,19,6
Freeman,Suarez,2,0
Freeman,Turner,6,0
Freeman,Yelich,0,30
Goldschmidt,Markakis,1,0
Goldschmidt,Muncy,2,0
Goldschmidt,Nola,2,2
Goldschmidt,Rendon,9,0
Goldschmidt,Rizzo,3,0
Goldschmidt,Scherzer,6,6
Goldschmidt,Story,11,9
Goldschmidt,Suarez,2,0
Goldschmidt,Turner,4,0
Goldschmidt,Yelich,0,25
Markakis,Muncy,0,0
Markakis,Nola,0,0
Markakis,Rendon,0,1
Markakis,Rizzo,0,0
Markakis,Scherzer,0,0
Markakis,Story,0,2
Markakis,Suarez,0,0
Markakis,Turner,0,0
Markakis,Yelich,0,2
Muncy,Nola,0,0
Muncy,Rendon,1,0
Muncy,Rizzo,1,0
Muncy,Scherzer,0,0
Muncy,Story,2,1
Muncy,Suarez,0,0
Muncy,Turner,0,0
Muncy,Yelich,0,3
Nola,Rendon,0,1
Nola,Rizzo,0,0
Nola,Scherzer,0,5
Nola,Story,1,3
Nola,Suarez,0,0
Nola,Turner,0,1
Nola,Yelich,0,6
Rendon,Rizzo,0,1
Rendon,Scherzer,0,3
Rendon,Story,1,5
Rendon,Suarez,2,0
Rendon,Turner,0,1
Rendon,Yelich,0,10
Rizzo,Scherzer,1,0
Rizzo,Story,0,3
Rizzo,Suarez,0,0
Rizzo,Turner,0,0
Rizzo,Yelich,0,3
Scherzer,Story,5,4
Scherzer,Suarez,0,0
Scherzer,Turner,0,0
Scherzer,Yelich,0,13
Story,Suarez,1,0
Story,Turner,5,0
Story,Yelich,0,25
Suarez,Turner,0,1
Suarez,Yelich,0,2
Turner,Yelich,0,6
