Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2021,6,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,iowa-hawkeyes,cincinnati-bearcats,ohio-state-buckeyes,penn-state-nittany-lions,oklahoma-state-cowboys,michigan-wolverines,oregon-ducks,byu-cougars,arkansas-razorbacks,coastal-carolina-chanticleers,notre-dame-fighting-irish,michigan-state-spartans,kentucky-wildcats,ole-miss-rebels,auburn-tigers,wake-forest-demon-deacons,north-carolina-state-wolfpack,southern-methodist-mustangs,texas-longhorns,arizona-state-sun-devils,clemson-tigers,oregon-state-beavers
adam-grosbard,2021,6,alabama-crimson-tide,georgia-bulldogs,iowa-hawkeyes,penn-state-nittany-lions,cincinnati-bearcats,oklahoma-sooners,oregon-ducks,ohio-state-buckeyes,michigan-wolverines,coastal-carolina-chanticleers,byu-cougars,arkansas-razorbacks,michigan-state-spartans,ole-miss-rebels,oklahoma-state-cowboys,notre-dame-fighting-irish,auburn-tigers,north-carolina-state-wolfpack,wake-forest-demon-deacons,arizona-state-sun-devils,kentucky-wildcats,san-diego-state-aztecs,southern-methodist-mustangs,texas-longhorns,oregon-state-beavers
adam-zucker,2021,6,alabama-crimson-tide,georgia-bulldogs,penn-state-nittany-lions,iowa-hawkeyes,cincinnati-bearcats,oklahoma-sooners,oregon-ducks,ohio-state-buckeyes,byu-cougars,michigan-state-spartans,michigan-wolverines,ole-miss-rebels,wake-forest-demon-deacons,arkansas-razorbacks,kentucky-wildcats,oklahoma-state-cowboys,coastal-carolina-chanticleers,auburn-tigers,florida-gators,texas-longhorns,notre-dame-fighting-irish,southern-methodist-mustangs,arizona-state-sun-devils,north-carolina-state-wolfpack,western-michigan-broncos
andy-greder,2021,6,alabama-crimson-tide,georgia-bulldogs,penn-state-nittany-lions,iowa-hawkeyes,cincinnati-bearcats,oklahoma-sooners,michigan-wolverines,notre-dame-fighting-irish,oregon-ducks,ohio-state-buckeyes,byu-cougars,arkansas-razorbacks,ole-miss-rebels,coastal-carolina-chanticleers,michigan-state-spartans,auburn-tigers,oklahoma-state-cowboys,texas-longhorns,north-carolina-state-wolfpack,wake-forest-demon-deacons,arizona-state-sun-devils,kentucky-wildcats,florida-gators,clemson-tigers,southern-methodist-mustangs
ben-portnoy,2021,6,alabama-crimson-tide,georgia-bulldogs,iowa-hawkeyes,cincinnati-bearcats,penn-state-nittany-lions,oklahoma-sooners,oregon-ducks,ohio-state-buckeyes,michigan-wolverines,notre-dame-fighting-irish,kentucky-wildcats,byu-cougars,florida-gators,oklahoma-state-cowboys,arkansas-razorbacks,ole-miss-rebels,texas-am-aggies,coastal-carolina-chanticleers,auburn-tigers,wake-forest-demon-deacons,michigan-state-spartans,arizona-state-sun-devils,san-diego-state-aztecs,southern-methodist-mustangs,north-carolina-state-wolfpack
bennett-conlin,2021,6,alabama-crimson-tide,georgia-bulldogs,iowa-hawkeyes,cincinnati-bearcats,penn-state-nittany-lions,michigan-wolverines,oklahoma-sooners,byu-cougars,oregon-ducks,ohio-state-buckeyes,oklahoma-state-cowboys,coastal-carolina-chanticleers,ole-miss-rebels,michigan-state-spartans,arkansas-razorbacks,wake-forest-demon-deacons,san-diego-state-aztecs,notre-dame-fighting-irish,kentucky-wildcats,auburn-tigers,texas-longhorns,north-carolina-state-wolfpack,arizona-state-sun-devils,florida-gators,virginia-tech-hokies
blair-kerkhoff,2021,6,alabama-crimson-tide,georgia-bulldogs,iowa-hawkeyes,penn-state-nittany-lions,cincinnati-bearcats,oklahoma-sooners,oregon-ducks,ohio-state-buckeyes,michigan-wolverines,michigan-state-spartans,kentucky-wildcats,byu-cougars,arkansas-razorbacks,notre-dame-fighting-irish,oklahoma-state-cowboys,coastal-carolina-chanticleers,florida-gators,ole-miss-rebels,auburn-tigers,san-diego-state-aztecs,texas-longhorns,wake-forest-demon-deacons,north-carolina-state-wolfpack,clemson-tigers,southern-methodist-mustangs
brett-mcmurphy,2021,6,alabama-crimson-tide,georgia-bulldogs,penn-state-nittany-lions,iowa-hawkeyes,cincinnati-bearcats,michigan-wolverines,oklahoma-sooners,oregon-ducks,ohio-state-buckeyes,byu-cougars,arkansas-razorbacks,kentucky-wildcats,michigan-state-spartans,auburn-tigers,north-carolina-state-wolfpack,san-diego-state-aztecs,notre-dame-fighting-irish,oklahoma-state-cowboys,coastal-carolina-chanticleers,southern-methodist-mustangs,wake-forest-demon-deacons,texas-longhorns,ole-miss-rebels,florida-gators,pittsburgh-panthers
brian-howell,2021,6,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,iowa-hawkeyes,cincinnati-bearcats,penn-state-nittany-lions,oregon-ducks,ohio-state-buckeyes,byu-cougars,notre-dame-fighting-irish,michigan-state-spartans,michigan-wolverines,coastal-carolina-chanticleers,arkansas-razorbacks,kentucky-wildcats,oklahoma-state-cowboys,texas-longhorns,ole-miss-rebels,florida-gators,auburn-tigers,arizona-state-sun-devils,north-carolina-state-wolfpack,wake-forest-demon-deacons,clemson-tigers,southern-methodist-mustangs
bryce-miller,2021,6,alabama-crimson-tide,georgia-bulldogs,iowa-hawkeyes,cincinnati-bearcats,penn-state-nittany-lions,oklahoma-sooners,oregon-ducks,ohio-state-buckeyes,michigan-wolverines,notre-dame-fighting-irish,michigan-state-spartans,coastal-carolina-chanticleers,byu-cougars,oklahoma-state-cowboys,auburn-tigers,north-carolina-state-wolfpack,kentucky-wildcats,florida-gators,arkansas-razorbacks,texas-longhorns,clemson-tigers,wake-forest-demon-deacons,san-diego-state-aztecs,arizona-state-sun-devils,ole-miss-rebels
