Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2021,3,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,texas-am-aggies,oregon-ducks,clemson-tigers,ohio-state-buckeyes,iowa-hawkeyes,cincinnati-bearcats,florida-gators,notre-dame-fighting-irish,penn-state-nittany-lions,iowa-state-cyclones,ucla-bruins,wisconsin-badgers,virginia-tech-hokies,ole-miss-rebels,miami-fl-hurricanes,coastal-carolina-chanticleers,north-carolina-tar-heels,michigan-wolverines,indiana-hoosiers,arizona-state-sun-devils,tcu-horned-frogs,auburn-tigers
adam-grosbard,2021,3,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,clemson-tigers,texas-am-aggies,cincinnati-bearcats,iowa-hawkeyes,oregon-ducks,ohio-state-buckeyes,notre-dame-fighting-irish,florida-gators,penn-state-nittany-lions,coastal-carolina-chanticleers,wisconsin-badgers,ucla-bruins,iowa-state-cyclones,virginia-tech-hokies,ole-miss-rebels,byu-cougars,miami-fl-hurricanes,north-carolina-tar-heels,auburn-tigers,arizona-state-sun-devils,tcu-horned-frogs,arkansas-razorbacks
adam-zucker,2021,3,alabama-crimson-tide,georgia-bulldogs,iowa-hawkeyes,oregon-ducks,oklahoma-sooners,clemson-tigers,florida-gators,ohio-state-buckeyes,penn-state-nittany-lions,texas-am-aggies,cincinnati-bearcats,ucla-bruins,virginia-tech-hokies,ole-miss-rebels,byu-cougars,arkansas-razorbacks,coastal-carolina-chanticleers,notre-dame-fighting-irish,ucf-knights,miami-fl-hurricanes,maryland-terrapins,iowa-state-cyclones,auburn-tigers,wisconsin-badgers,kansas-state-wildcats
andy-greder,2021,3,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,oregon-ducks,clemson-tigers,texas-am-aggies,cincinnati-bearcats,iowa-hawkeyes,florida-gators,ucla-bruins,ohio-state-buckeyes,penn-state-nittany-lions,notre-dame-fighting-irish,iowa-state-cyclones,wisconsin-badgers,miami-fl-hurricanes,ole-miss-rebels,coastal-carolina-chanticleers,arizona-state-sun-devils,virginia-tech-hokies,north-carolina-tar-heels,auburn-tigers,michigan-wolverines,arkansas-razorbacks,byu-cougars
ben-portnoy,2021,3,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,oregon-ducks,texas-am-aggies,iowa-hawkeyes,clemson-tigers,ohio-state-buckeyes,cincinnati-bearcats,penn-state-nittany-lions,notre-dame-fighting-irish,iowa-state-cyclones,florida-gators,ole-miss-rebels,coastal-carolina-chanticleers,ucla-bruins,liberty-flames,north-carolina-tar-heels,wisconsin-badgers,miami-fl-hurricanes,lsu-tigers,indiana-hoosiers,usc-trojans,texas-longhorns,byu-cougars
bennett-conlin,2021,3,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,clemson-tigers,oregon-ducks,iowa-hawkeyes,cincinnati-bearcats,penn-state-nittany-lions,texas-am-aggies,florida-gators,ucla-bruins,ohio-state-buckeyes,ole-miss-rebels,virginia-tech-hokies,coastal-carolina-chanticleers,notre-dame-fighting-irish,north-carolina-tar-heels,wisconsin-badgers,arizona-state-sun-devils,michigan-wolverines,miami-fl-hurricanes,liberty-flames,iowa-state-cyclones,ucf-knights,tcu-horned-frogs
blair-kerkhoff,2021,3,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,oklahoma-sooners,clemson-tigers,texas-am-aggies,iowa-hawkeyes,cincinnati-bearcats,ohio-state-buckeyes,florida-gators,notre-dame-fighting-irish,penn-state-nittany-lions,ucla-bruins,iowa-state-cyclones,wisconsin-badgers,coastal-carolina-chanticleers,virginia-tech-hokies,ole-miss-rebels,lsu-tigers,north-carolina-tar-heels,arizona-state-sun-devils,indiana-hoosiers,auburn-tigers,miami-fl-hurricanes,byu-cougars
brett-mcmurphy,2021,3,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,iowa-hawkeyes,texas-am-aggies,oklahoma-sooners,clemson-tigers,penn-state-nittany-lions,ucla-bruins,ohio-state-buckeyes,cincinnati-bearcats,virginia-tech-hokies,notre-dame-fighting-irish,florida-gators,arkansas-razorbacks,arizona-state-sun-devils,wisconsin-badgers,ole-miss-rebels,byu-cougars,ucf-knights,liberty-flames,coastal-carolina-chanticleers,iowa-state-cyclones,north-carolina-tar-heels,auburn-tigers
brian-howell,2021,3,alabama-crimson-tide,oklahoma-sooners,georgia-bulldogs,oregon-ducks,iowa-hawkeyes,texas-am-aggies,clemson-tigers,cincinnati-bearcats,ucla-bruins,ohio-state-buckeyes,notre-dame-fighting-irish,penn-state-nittany-lions,florida-gators,virginia-tech-hokies,wisconsin-badgers,north-carolina-tar-heels,miami-fl-hurricanes,iowa-state-cyclones,coastal-carolina-chanticleers,ucf-knights,michigan-state-spartans,michigan-wolverines,arkansas-razorbacks,byu-cougars,ole-miss-rebels
bryce-miller,2021,3,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,clemson-tigers,oregon-ducks,iowa-hawkeyes,ohio-state-buckeyes,texas-am-aggies,cincinnati-bearcats,florida-gators,penn-state-nittany-lions,ucla-bruins,notre-dame-fighting-irish,virginia-tech-hokies,michigan-wolverines,wisconsin-badgers,coastal-carolina-chanticleers,ole-miss-rebels,arizona-state-sun-devils,iowa-state-cyclones,auburn-tigers,north-carolina-tar-heels,miami-fl-hurricanes,arkansas-razorbacks,michigan-state-spartans
