Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-cole,2023,2,georgia-bulldogs,alabama-crimson-tide,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,usc-trojans,notre-dame-fighting-irish,penn-state-nittany-lions,tennessee-volunteers,washington-huskies,texas-longhorns,lsu-tigers,utah-utes,kansas-state-wildcats,oregon-ducks,north-carolina-tar-heels,ole-miss-rebels,oklahoma-sooners,clemson-tigers,oregon-state-beavers,tulane-green-wave,wisconsin-badgers,duke-blue-devils,colorado-buffaloes,ucla-bruins
adam-zucker,2023,2,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,usc-trojans,florida-state-seminoles,penn-state-nittany-lions,washington-huskies,notre-dame-fighting-irish,ohio-state-buckeyes,tennessee-volunteers,utah-utes,texas-longhorns,kansas-state-wildcats,oregon-ducks,ole-miss-rebels,oregon-state-beavers,duke-blue-devils,north-carolina-tar-heels,colorado-buffaloes,oklahoma-sooners,texas-am-aggies,lsu-tigers,tulane-green-wave,wisconsin-badgers,houston-cougars
amie-just,2023,2,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,florida-state-seminoles,ohio-state-buckeyes,usc-trojans,penn-state-nittany-lions,washington-huskies,texas-longhorns,tennessee-volunteers,notre-dame-fighting-irish,utah-utes,oregon-ducks,kansas-state-wildcats,lsu-tigers,oregon-state-beavers,wisconsin-badgers,oklahoma-sooners,north-carolina-tar-heels,ole-miss-rebels,texas-am-aggies,tulane-green-wave,duke-blue-devils,colorado-buffaloes,arkansas-razorbacks
audrey-dahlgren,2023,2,georgia-bulldogs,florida-state-seminoles,michigan-wolverines,alabama-crimson-tide,usc-trojans,ohio-state-buckeyes,penn-state-nittany-lions,washington-huskies,duke-blue-devils,tennessee-volunteers,colorado-buffaloes,utah-utes,texas-longhorns,oregon-ducks,notre-dame-fighting-irish,north-carolina-tar-heels,oregon-state-beavers,kansas-state-wildcats,lsu-tigers,ole-miss-rebels,oklahoma-sooners,wisconsin-badgers,texas-am-aggies,tulane-green-wave,clemson-tigers
blair-kerkhoff,2023,2,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,florida-state-seminoles,ohio-state-buckeyes,usc-trojans,penn-state-nittany-lions,washington-huskies,notre-dame-fighting-irish,tennessee-volunteers,texas-longhorns,lsu-tigers,utah-utes,oregon-ducks,kansas-state-wildcats,wisconsin-badgers,oklahoma-sooners,clemson-tigers,north-carolina-tar-heels,oregon-state-beavers,texas-am-aggies,colorado-buffaloes,duke-blue-devils,ole-miss-rebels,tulane-green-wave
bob-asmussen,2023,2,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,florida-state-seminoles,usc-trojans,penn-state-nittany-lions,ohio-state-buckeyes,oregon-ducks,notre-dame-fighting-irish,utah-utes,washington-huskies,texas-longhorns,tennessee-volunteers,texas-am-aggies,oregon-state-beavers,duke-blue-devils,colorado-buffaloes,lsu-tigers,clemson-tigers,north-carolina-tar-heels,kansas-state-wildcats,tulane-green-wave,wisconsin-badgers,oklahoma-sooners,ole-miss-rebels
brett-mcmurphy,2023,2,florida-state-seminoles,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,washington-huskies,penn-state-nittany-lions,oregon-ducks,ohio-state-buckeyes,notre-dame-fighting-irish,oregon-state-beavers,usc-trojans,lsu-tigers,north-carolina-tar-heels,tennessee-volunteers,duke-blue-devils,ole-miss-rebels,ucla-bruins,utah-utes,texas-longhorns,oklahoma-sooners,tulane-green-wave,wisconsin-badgers,auburn-tigers,kansas-state-wildcats,louisville-cardinals
brian-fonseca,2023,2,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,penn-state-nittany-lions,ohio-state-buckeyes,usc-trojans,texas-longhorns,washington-huskies,florida-state-seminoles,notre-dame-fighting-irish,utah-utes,tennessee-volunteers,oregon-ducks,north-carolina-tar-heels,clemson-tigers,lsu-tigers,ole-miss-rebels,oregon-state-beavers,iowa-hawkeyes,oklahoma-sooners,wisconsin-badgers,colorado-buffaloes,duke-blue-devils,kansas-state-wildcats,texas-am-aggies
brian-howell,2023,2,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,florida-state-seminoles,usc-trojans,ohio-state-buckeyes,penn-state-nittany-lions,texas-longhorns,utah-utes,notre-dame-fighting-irish,washington-huskies,tennessee-volunteers,oregon-ducks,oklahoma-sooners,oregon-state-beavers,kansas-state-wildcats,wisconsin-badgers,duke-blue-devils,lsu-tigers,colorado-buffaloes,ole-miss-rebels,north-carolina-tar-heels,clemson-tigers,iowa-hawkeyes,tulane-green-wave
chad-leistikow,2023,2,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,alabama-crimson-tide,usc-trojans,penn-state-nittany-lions,washington-huskies,notre-dame-fighting-irish,texas-longhorns,tennessee-volunteers,lsu-tigers,utah-utes,oregon-ducks,kansas-state-wildcats,oklahoma-sooners,oregon-state-beavers,duke-blue-devils,wisconsin-badgers,north-carolina-tar-heels,ole-miss-rebels,texas-am-aggies,iowa-hawkeyes,tulane-green-wave,colorado-buffaloes
