Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-cole,2023,8,georgia-bulldogs,michigan-wolverines,washington-huskies,florida-state-seminoles,ohio-state-buckeyes,oklahoma-sooners,penn-state-nittany-lions,texas-longhorns,north-carolina-tar-heels,alabama-crimson-tide,oregon-ducks,ole-miss-rebels,oregon-state-beavers,notre-dame-fighting-irish,duke-blue-devils,lsu-tigers,tennessee-volunteers,utah-utes,usc-trojans,missouri-tigers,louisville-cardinals,ucla-bruins,james-madison-dukes,air-force-falcons,tulane-green-wave
adam-zucker,2023,8,michigan-wolverines,georgia-bulldogs,washington-huskies,penn-state-nittany-lions,ohio-state-buckeyes,florida-state-seminoles,oklahoma-sooners,oregon-ducks,north-carolina-tar-heels,texas-longhorns,alabama-crimson-tide,oregon-state-beavers,utah-utes,ole-miss-rebels,tennessee-volunteers,louisville-cardinals,notre-dame-fighting-irish,duke-blue-devils,lsu-tigers,tulane-green-wave,usc-trojans,missouri-tigers,james-madison-dukes,air-force-falcons,iowa-hawkeyes
amie-just,2023,8,michigan-wolverines,georgia-bulldogs,ohio-state-buckeyes,washington-huskies,florida-state-seminoles,oklahoma-sooners,penn-state-nittany-lions,oregon-ducks,texas-longhorns,alabama-crimson-tide,north-carolina-tar-heels,oregon-state-beavers,notre-dame-fighting-irish,ole-miss-rebels,usc-trojans,utah-utes,duke-blue-devils,tennessee-volunteers,lsu-tigers,air-force-falcons,louisville-cardinals,tulane-green-wave,james-madison-dukes,missouri-tigers,ucla-bruins
blair-kerkhoff,2023,8,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,washington-huskies,oklahoma-sooners,penn-state-nittany-lions,texas-longhorns,oregon-ducks,alabama-crimson-tide,north-carolina-tar-heels,oregon-state-beavers,ole-miss-rebels,utah-utes,notre-dame-fighting-irish,usc-trojans,duke-blue-devils,lsu-tigers,missouri-tigers,tennessee-volunteers,air-force-falcons,louisville-cardinals,tulane-green-wave,iowa-hawkeyes,james-madison-dukes
bob-asmussen,2023,8,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,florida-state-seminoles,penn-state-nittany-lions,washington-huskies,oklahoma-sooners,texas-longhorns,alabama-crimson-tide,north-carolina-tar-heels,oregon-ducks,ole-miss-rebels,oregon-state-beavers,notre-dame-fighting-irish,usc-trojans,utah-utes,tennessee-volunteers,duke-blue-devils,lsu-tigers,missouri-tigers,air-force-falcons,iowa-hawkeyes,tulane-green-wave,louisville-cardinals,james-madison-dukes
brett-mcmurphy,2023,8,georgia-bulldogs,oklahoma-sooners,washington-huskies,florida-state-seminoles,michigan-wolverines,ohio-state-buckeyes,penn-state-nittany-lions,texas-longhorns,oregon-ducks,alabama-crimson-tide,ole-miss-rebels,north-carolina-tar-heels,notre-dame-fighting-irish,duke-blue-devils,oregon-state-beavers,utah-utes,lsu-tigers,usc-trojans,tennessee-volunteers,missouri-tigers,air-force-falcons,louisville-cardinals,iowa-hawkeyes,ucla-bruins,james-madison-dukes
brian-fonseca,2023,8,georgia-bulldogs,michigan-wolverines,washington-huskies,florida-state-seminoles,penn-state-nittany-lions,ohio-state-buckeyes,oklahoma-sooners,oregon-ducks,texas-longhorns,alabama-crimson-tide,usc-trojans,north-carolina-tar-heels,oregon-state-beavers,ole-miss-rebels,notre-dame-fighting-irish,utah-utes,missouri-tigers,duke-blue-devils,tennessee-volunteers,air-force-falcons,lsu-tigers,tulane-green-wave,james-madison-dukes,ucla-bruins,iowa-hawkeyes
brian-howell,2023,8,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,oklahoma-sooners,washington-huskies,penn-state-nittany-lions,texas-longhorns,alabama-crimson-tide,north-carolina-tar-heels,oregon-ducks,oregon-state-beavers,tennessee-volunteers,louisville-cardinals,notre-dame-fighting-irish,usc-trojans,utah-utes,duke-blue-devils,ole-miss-rebels,air-force-falcons,lsu-tigers,missouri-tigers,iowa-hawkeyes,tulane-green-wave,james-madison-dukes
chad-leistikow,2023,8,georgia-bulldogs,florida-state-seminoles,michigan-wolverines,ohio-state-buckeyes,washington-huskies,penn-state-nittany-lions,oklahoma-sooners,oregon-ducks,texas-longhorns,north-carolina-tar-heels,alabama-crimson-tide,oregon-state-beavers,ole-miss-rebels,utah-utes,notre-dame-fighting-irish,tennessee-volunteers,usc-trojans,duke-blue-devils,louisville-cardinals,lsu-tigers,air-force-falcons,missouri-tigers,tulane-green-wave,iowa-hawkeyes,james-madison-dukes
chris-murray,2023,8,georgia-bulldogs,oklahoma-sooners,ohio-state-buckeyes,florida-state-seminoles,washington-huskies,penn-state-nittany-lions,michigan-wolverines,texas-longhorns,alabama-crimson-tide,oregon-ducks,north-carolina-tar-heels,ole-miss-rebels,oregon-state-beavers,duke-blue-devils,utah-utes,tennessee-volunteers,louisville-cardinals,notre-dame-fighting-irish,lsu-tigers,missouri-tigers,usc-trojans,air-force-falcons,iowa-hawkeyes,tulane-green-wave,james-madison-dukes
