Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-cole,2023,1,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,ohio-state-buckeyes,usc-trojans,lsu-tigers,florida-state-seminoles,notre-dame-fighting-irish,penn-state-nittany-lions,texas-longhorns,tennessee-volunteers,washington-huskies,clemson-tigers,oregon-ducks,kansas-state-wildcats,utah-utes,oregon-state-beavers,tcu-horned-frogs,ole-miss-rebels,north-carolina-tar-heels,texas-tech-red-raiders,wisconsin-badgers,tulane-green-wave,iowa-hawkeyes,ucla-bruins
adam-zucker,2023,1,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,alabama-crimson-tide,lsu-tigers,usc-trojans,penn-state-nittany-lions,florida-state-seminoles,washington-huskies,tennessee-volunteers,clemson-tigers,texas-longhorns,notre-dame-fighting-irish,kansas-state-wildcats,tcu-horned-frogs,utah-utes,oregon-ducks,ole-miss-rebels,south-carolina-gamecocks,oregon-state-beavers,tulane-green-wave,utsa-roadrunners,wisconsin-badgers,kentucky-wildcats,north-carolina-tar-heels
amie-just,2023,1,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,alabama-crimson-tide,lsu-tigers,usc-trojans,florida-state-seminoles,penn-state-nittany-lions,washington-huskies,utah-utes,texas-longhorns,clemson-tigers,oregon-ducks,tennessee-volunteers,notre-dame-fighting-irish,wisconsin-badgers,oregon-state-beavers,oklahoma-sooners,kansas-state-wildcats,tulane-green-wave,texas-am-aggies,ole-miss-rebels,tcu-horned-frogs,ucla-bruins,north-carolina-tar-heels
audrey-dahlgren,2023,1,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,lsu-tigers,alabama-crimson-tide,usc-trojans,penn-state-nittany-lions,texas-longhorns,florida-state-seminoles,clemson-tigers,washington-huskies,notre-dame-fighting-irish,tennessee-volunteers,utah-utes,oregon-ducks,kansas-state-wildcats,tcu-horned-frogs,oregon-state-beavers,wisconsin-badgers,north-carolina-tar-heels,ole-miss-rebels,tulane-green-wave,texas-tech-red-raiders,texas-am-aggies,iowa-hawkeyes
blair-kerkhoff,2023,1,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,ohio-state-buckeyes,lsu-tigers,usc-trojans,penn-state-nittany-lions,clemson-tigers,florida-state-seminoles,notre-dame-fighting-irish,washington-huskies,texas-longhorns,utah-utes,oregon-ducks,tennessee-volunteers,wisconsin-badgers,oklahoma-sooners,oregon-state-beavers,texas-am-aggies,kansas-state-wildcats,ole-miss-rebels,tcu-horned-frogs,iowa-hawkeyes,texas-tech-red-raiders,north-carolina-tar-heels
bob-asmussen,2023,1,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,usc-trojans,penn-state-nittany-lions,ohio-state-buckeyes,florida-state-seminoles,lsu-tigers,oregon-ducks,notre-dame-fighting-irish,washington-huskies,clemson-tigers,utah-utes,texas-longhorns,tennessee-volunteers,texas-am-aggies,iowa-hawkeyes,oregon-state-beavers,wisconsin-badgers,tcu-horned-frogs,tulane-green-wave,oklahoma-sooners,north-carolina-tar-heels,kansas-state-wildcats,ole-miss-rebels
brett-mcmurphy,2023,1,georgia-bulldogs,michigan-wolverines,florida-state-seminoles,ohio-state-buckeyes,alabama-crimson-tide,lsu-tigers,washington-huskies,penn-state-nittany-lions,oregon-ducks,clemson-tigers,texas-tech-red-raiders,notre-dame-fighting-irish,oregon-state-beavers,usc-trojans,tennessee-volunteers,louisville-cardinals,ole-miss-rebels,north-carolina-tar-heels,ucla-bruins,texas-longhorns,tulane-green-wave,utah-utes,wisconsin-badgers,auburn-tigers,illinois-fighting-illini
brian-fonseca,2023,1,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,ohio-state-buckeyes,usc-trojans,penn-state-nittany-lions,texas-longhorns,clemson-tigers,washington-huskies,lsu-tigers,florida-state-seminoles,notre-dame-fighting-irish,utah-utes,tennessee-volunteers,oregon-ducks,ole-miss-rebels,iowa-hawkeyes,tcu-horned-frogs,oklahoma-sooners,wisconsin-badgers,auburn-tigers,north-carolina-tar-heels,kansas-state-wildcats,texas-am-aggies,florida-gators
brian-howell,2023,1,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,usc-trojans,ohio-state-buckeyes,lsu-tigers,clemson-tigers,penn-state-nittany-lions,florida-state-seminoles,texas-longhorns,utah-utes,notre-dame-fighting-irish,washington-huskies,tennessee-volunteers,oregon-ducks,oklahoma-sooners,oregon-state-beavers,kansas-state-wildcats,wisconsin-badgers,tcu-horned-frogs,ole-miss-rebels,iowa-hawkeyes,north-carolina-tar-heels,tulane-green-wave,boise-state-broncos
chad-leistikow,2023,1,georgia-bulldogs,lsu-tigers,michigan-wolverines,ohio-state-buckeyes,alabama-crimson-tide,usc-trojans,penn-state-nittany-lions,florida-state-seminoles,clemson-tigers,texas-longhorns,notre-dame-fighting-irish,washington-huskies,utah-utes,tennessee-volunteers,oregon-ducks,texas-am-aggies,kansas-state-wildcats,oklahoma-sooners,wisconsin-badgers,tcu-horned-frogs,oregon-state-beavers,iowa-hawkeyes,texas-tech-red-raiders,north-carolina-tar-heels,toledo-rockets
chris-murray,2023,1,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,ohio-state-buckeyes,lsu-tigers,penn-state-nittany-lions,usc-trojans,washington-huskies,florida-state-seminoles,utah-utes,tennessee-volunteers,tcu-horned-frogs,oregon-ducks,clemson-tigers,oregon-state-beavers,notre-dame-fighting-irish,tulane-green-wave,kansas-state-wildcats,texas-longhorns,north-carolina-tar-heels,wisconsin-badgers,ole-miss-rebels,iowa-hawkeyes,boise-state-broncos,utsa-roadrunners
colten-bartholomew,2023,1,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,alabama-crimson-tide,usc-trojans,penn-state-nittany-lions,lsu-tigers,florida-state-seminoles,clemson-tigers,oregon-ducks,texas-longhorns,notre-dame-fighting-irish,utah-utes,tennessee-volunteers,oregon-state-beavers,tcu-horned-frogs,wisconsin-badgers,ole-miss-rebels,texas-am-aggies,washington-huskies,iowa-hawkeyes,ucla-bruins,minnesota-golden-gophers,north-carolina-tar-heels,kansas-state-wildcats
creg-stephenson,2023,1,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,ohio-state-buckeyes,lsu-tigers,penn-state-nittany-lions,texas-longhorns,usc-trojans,clemson-tigers,florida-state-seminoles,utah-utes,tennessee-volunteers,notre-dame-fighting-irish,oregon-ducks,tcu-horned-frogs,ole-miss-rebels,washington-huskies,tulane-green-wave,kansas-state-wildcats,north-carolina-tar-heels,troy-trojans,utsa-roadrunners,south-carolina-gamecocks,oklahoma-sooners,wisconsin-badgers
dave-preston,2023,1,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,alabama-crimson-tide,penn-state-nittany-lions,lsu-tigers,usc-trojans,clemson-tigers,texas-longhorns,washington-huskies,florida-state-seminoles,utah-utes,tennessee-volunteers,notre-dame-fighting-irish,oregon-ducks,ole-miss-rebels,oregon-state-beavers,oklahoma-sooners,wisconsin-badgers,kansas-state-wildcats,tcu-horned-frogs,ucla-bruins,iowa-hawkeyes,north-carolina-tar-heels,texas-am-aggies
dave-reardon,2023,1,georgia-bulldogs,alabama-crimson-tide,ohio-state-buckeyes,lsu-tigers,michigan-wolverines,usc-trojans,florida-state-seminoles,penn-state-nittany-lions,washington-huskies,tennessee-volunteers,utah-utes,notre-dame-fighting-irish,oregon-ducks,texas-longhorns,oklahoma-sooners,ole-miss-rebels,tcu-horned-frogs,clemson-tigers,oregon-state-beavers,boise-state-broncos,tulane-green-wave,texas-tech-red-raiders,coastal-carolina-chanticleers,north-carolina-tar-heels,liberty-flames
david-briggs,2023,1,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,alabama-crimson-tide,lsu-tigers,penn-state-nittany-lions,usc-trojans,clemson-tigers,washington-huskies,florida-state-seminoles,notre-dame-fighting-irish,tennessee-volunteers,oregon-ducks,texas-longhorns,utah-utes,tcu-horned-frogs,tulane-green-wave,wisconsin-badgers,north-carolina-tar-heels,kansas-state-wildcats,south-carolina-gamecocks,ole-miss-rebels,oklahoma-sooners,iowa-hawkeyes,utsa-roadrunners
david-jablonski,2023,1,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,alabama-crimson-tide,florida-state-seminoles,clemson-tigers,penn-state-nittany-lions,usc-trojans,lsu-tigers,texas-longhorns,tennessee-volunteers,washington-huskies,wisconsin-badgers,texas-am-aggies,notre-dame-fighting-irish,oregon-ducks,utah-utes,iowa-hawkeyes,oklahoma-sooners,kansas-state-wildcats,tulane-green-wave,utsa-roadrunners,boise-state-broncos,troy-trojans,toledo-rockets
don-williams,2023,1,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,ohio-state-buckeyes,lsu-tigers,usc-trojans,penn-state-nittany-lions,florida-state-seminoles,washington-huskies,texas-longhorns,utah-utes,notre-dame-fighting-irish,tennessee-volunteers,clemson-tigers,oregon-state-beavers,oregon-ducks,wisconsin-badgers,oklahoma-sooners,texas-tech-red-raiders,ole-miss-rebels,south-carolina-gamecocks,kansas-state-wildcats,iowa-hawkeyes,arkansas-razorbacks,tulane-green-wave
emily-adams,2023,1,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,alabama-crimson-tide,usc-trojans,penn-state-nittany-lions,lsu-tigers,florida-state-seminoles,notre-dame-fighting-irish,clemson-tigers,texas-longhorns,washington-huskies,tennessee-volunteers,utah-utes,oklahoma-sooners,kansas-state-wildcats,oregon-ducks,north-carolina-tar-heels,tcu-horned-frogs,oregon-state-beavers,wisconsin-badgers,tulane-green-wave,ole-miss-rebels,ucla-bruins,texas-tech-red-raiders
emily-leiker,2023,1,georgia-bulldogs,michigan-wolverines,alabama-crimson-tide,usc-trojans,ohio-state-buckeyes,lsu-tigers,penn-state-nittany-lions,florida-state-seminoles,clemson-tigers,tennessee-volunteers,texas-longhorns,washington-huskies,notre-dame-fighting-irish,utah-utes,oregon-ducks,oregon-state-beavers,kansas-state-wildcats,oklahoma-sooners,tcu-horned-frogs,north-carolina-tar-heels,wisconsin-badgers,tulane-green-wave,iowa-hawkeyes,texas-tech-red-raiders,ole-miss-rebels
garland-gillen,2023,1,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,lsu-tigers,alabama-crimson-tide,florida-state-seminoles,usc-trojans,penn-state-nittany-lions,tennessee-volunteers,clemson-tigers,texas-longhorns,washington-huskies,utah-utes,notre-dame-fighting-irish,tcu-horned-frogs,oregon-ducks,tulane-green-wave,kansas-state-wildcats,north-carolina-tar-heels,ole-miss-rebels,texas-tech-red-raiders,oregon-state-beavers,utsa-roadrunners,wisconsin-badgers,oklahoma-sooners
