Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-jude,2015,9,ohio-state-buckeyes,baylor-bears,tcu-horned-frogs,lsu-tigers,clemson-tigers,stanford-cardinal,michigan-state-spartans,alabama-crimson-tide,florida-gators,notre-dame-fighting-irish,iowa-hawkeyes,utah-utes,michigan-wolverines,oklahoma-state-cowboys,oklahoma-sooners,memphis-tigers,ole-miss-rebels,florida-state-seminoles,toledo-rockets,temple-owls,ucla-bruins,duke-blue-devils,houston-cougars,pittsburgh-panthers,appalachian-state-mountaineers
adam-zucker,2015,9,ohio-state-buckeyes,baylor-bears,clemson-tigers,lsu-tigers,tcu-horned-frogs,michigan-state-spartans,stanford-cardinal,alabama-crimson-tide,notre-dame-fighting-irish,florida-gators,utah-utes,iowa-hawkeyes,oklahoma-state-cowboys,oklahoma-sooners,memphis-tigers,michigan-wolverines,florida-state-seminoles,houston-cougars,temple-owls,ole-miss-rebels,pittsburgh-panthers,duke-blue-devils,toledo-rockets,mississippi-state-bulldogs,ucla-bruins
bob-asmussen,2015,9,ohio-state-buckeyes,baylor-bears,michigan-state-spartans,tcu-horned-frogs,lsu-tigers,alabama-crimson-tide,clemson-tigers,iowa-hawkeyes,stanford-cardinal,oklahoma-state-cowboys,notre-dame-fighting-irish,memphis-tigers,oklahoma-sooners,florida-gators,utah-utes,florida-state-seminoles,houston-cougars,michigan-wolverines,toledo-rockets,ole-miss-rebels,temple-owls,north-carolina-tar-heels,mississippi-state-bulldogs,ucla-bruins,wisconsin-badgers
brent-axe,2015,9,ohio-state-buckeyes,baylor-bears,clemson-tigers,lsu-tigers,tcu-horned-frogs,michigan-state-spartans,iowa-hawkeyes,alabama-crimson-tide,oklahoma-state-cowboys,stanford-cardinal,notre-dame-fighting-irish,florida-gators,memphis-tigers,utah-utes,oklahoma-sooners,florida-state-seminoles,toledo-rockets,temple-owls,houston-cougars,michigan-wolverines,pittsburgh-panthers,north-carolina-tar-heels,duke-blue-devils,ole-miss-rebels,ucla-bruins
brett-mcmurphy,2015,9,lsu-tigers,clemson-tigers,baylor-bears,michigan-state-spartans,stanford-cardinal,ohio-state-buckeyes,alabama-crimson-tide,tcu-horned-frogs,notre-dame-fighting-irish,florida-gators,utah-utes,memphis-tigers,iowa-hawkeyes,oklahoma-state-cowboys,toledo-rockets,houston-cougars,oklahoma-sooners,michigan-wolverines,ole-miss-rebels,temple-owls,duke-blue-devils,pittsburgh-panthers,mississippi-state-bulldogs,florida-state-seminoles,washington-state-cougars
brian-howell,2015,9,ohio-state-buckeyes,lsu-tigers,baylor-bears,clemson-tigers,michigan-state-spartans,tcu-horned-frogs,stanford-cardinal,alabama-crimson-tide,notre-dame-fighting-irish,utah-utes,florida-gators,iowa-hawkeyes,oklahoma-state-cowboys,oklahoma-sooners,michigan-wolverines,memphis-tigers,florida-state-seminoles,ole-miss-rebels,toledo-rockets,temple-owls,houston-cougars,texas-am-aggies,duke-blue-devils,wisconsin-badgers,ucla-bruins
chadd-cripe,2015,9,lsu-tigers,clemson-tigers,ohio-state-buckeyes,tcu-horned-frogs,michigan-state-spartans,baylor-bears,memphis-tigers,alabama-crimson-tide,florida-gators,notre-dame-fighting-irish,stanford-cardinal,utah-utes,michigan-wolverines,iowa-hawkeyes,oklahoma-state-cowboys,ole-miss-rebels,florida-state-seminoles,texas-am-aggies,mississippi-state-bulldogs,temple-owls,toledo-rockets,houston-cougars,oklahoma-sooners,pittsburgh-panthers,northwestern-wildcats
chris-murray,2015,9,ohio-state-buckeyes,lsu-tigers,clemson-tigers,michigan-state-spartans,tcu-horned-frogs,baylor-bears,stanford-cardinal,alabama-crimson-tide,oklahoma-state-cowboys,florida-gators,memphis-tigers,iowa-hawkeyes,utah-utes,notre-dame-fighting-irish,oklahoma-sooners,michigan-wolverines,ole-miss-rebels,ucla-bruins,florida-state-seminoles,toledo-rockets,houston-cougars,temple-owls,duke-blue-devils,pittsburgh-panthers,texas-am-aggies
dave-reardon,2015,9,baylor-bears,lsu-tigers,clemson-tigers,tcu-horned-frogs,ohio-state-buckeyes,alabama-crimson-tide,stanford-cardinal,michigan-state-spartans,iowa-hawkeyes,oklahoma-state-cowboys,utah-utes,notre-dame-fighting-irish,michigan-wolverines,florida-gators,memphis-tigers,oklahoma-sooners,florida-state-seminoles,duke-blue-devils,toledo-rockets,houston-cougars,temple-owls,ole-miss-rebels,appalachian-state-mountaineers,ucla-bruins,mississippi-state-bulldogs
david-briggs,2015,9,ohio-state-buckeyes,lsu-tigers,clemson-tigers,baylor-bears,tcu-horned-frogs,michigan-state-spartans,alabama-crimson-tide,stanford-cardinal,iowa-hawkeyes,utah-utes,florida-gators,oklahoma-state-cowboys,notre-dame-fighting-irish,memphis-tigers,oklahoma-sooners,michigan-wolverines,toledo-rockets,ole-miss-rebels,florida-state-seminoles,houston-cougars,temple-owls,duke-blue-devils,pittsburgh-panthers,ucla-bruins,mississippi-state-bulldogs
