Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-jude,2015,3,ohio-state-buckeyes,michigan-state-spartans,alabama-crimson-tide,tcu-horned-frogs,baylor-bears,usc-trojans,ucla-bruins,notre-dame-fighting-irish,texas-am-aggies,clemson-tigers,georgia-bulldogs,oregon-ducks,auburn-tigers,florida-state-seminoles,ole-miss-rebels,georgia-tech-yellow-jackets,lsu-tigers,oklahoma-sooners,missouri-tigers,byu-cougars,mississippi-state-bulldogs,arizona-wildcats,utah-utes,oklahoma-state-cowboys,northwestern-wildcats
adam-zucker,2015,3,ohio-state-buckeyes,alabama-crimson-tide,georgia-bulldogs,michigan-state-spartans,tcu-horned-frogs,ucla-bruins,baylor-bears,notre-dame-fighting-irish,texas-am-aggies,oklahoma-sooners,usc-trojans,oregon-ducks,florida-state-seminoles,clemson-tigers,ole-miss-rebels,georgia-tech-yellow-jackets,lsu-tigers,byu-cougars,auburn-tigers,utah-utes,arizona-wildcats,kansas-state-wildcats,north-carolina-state-wolfpack,northwestern-wildcats,temple-owls
bob-asmussen,2015,3,ohio-state-buckeyes,tcu-horned-frogs,alabama-crimson-tide,baylor-bears,michigan-state-spartans,usc-trojans,auburn-tigers,ole-miss-rebels,notre-dame-fighting-irish,georgia-bulldogs,florida-state-seminoles,lsu-tigers,ucla-bruins,oregon-ducks,texas-am-aggies,oklahoma-sooners,clemson-tigers,georgia-tech-yellow-jackets,byu-cougars,utah-utes,arizona-wildcats,florida-gators,wisconsin-badgers,missouri-tigers,temple-owls
brent-axe,2015,3,ohio-state-buckeyes,alabama-crimson-tide,michigan-state-spartans,tcu-horned-frogs,notre-dame-fighting-irish,baylor-bears,georgia-bulldogs,ucla-bruins,usc-trojans,auburn-tigers,lsu-tigers,oregon-ducks,clemson-tigers,florida-state-seminoles,texas-am-aggies,oklahoma-sooners,missouri-tigers,ole-miss-rebels,georgia-tech-yellow-jackets,utah-utes,arizona-wildcats,byu-cougars,northwestern-wildcats,oklahoma-state-cowboys,temple-owls
brett-mcmurphy,2015,3,ohio-state-buckeyes,michigan-state-spartans,alabama-crimson-tide,usc-trojans,tcu-horned-frogs,notre-dame-fighting-irish,baylor-bears,texas-am-aggies,ucla-bruins,oklahoma-sooners,oregon-ducks,clemson-tigers,georgia-tech-yellow-jackets,georgia-bulldogs,ole-miss-rebels,florida-state-seminoles,lsu-tigers,northwestern-wildcats,byu-cougars,arizona-wildcats,utah-utes,toledo-rockets,houston-cougars,temple-owls,auburn-tigers
brian-howell,2015,3,ohio-state-buckeyes,tcu-horned-frogs,alabama-crimson-tide,michigan-state-spartans,usc-trojans,baylor-bears,georgia-bulldogs,florida-state-seminoles,auburn-tigers,notre-dame-fighting-irish,lsu-tigers,oregon-ducks,clemson-tigers,georgia-tech-yellow-jackets,ucla-bruins,oklahoma-sooners,ole-miss-rebels,texas-am-aggies,missouri-tigers,utah-utes,byu-cougars,arizona-wildcats,wisconsin-badgers,boise-state-broncos,tennessee-volunteers
chadd-cripe,2015,3,ohio-state-buckeyes,michigan-state-spartans,alabama-crimson-tide,ucla-bruins,notre-dame-fighting-irish,tcu-horned-frogs,lsu-tigers,oregon-ducks,texas-am-aggies,baylor-bears,georgia-bulldogs,usc-trojans,oklahoma-sooners,georgia-tech-yellow-jackets,ole-miss-rebels,clemson-tigers,florida-state-seminoles,byu-cougars,utah-utes,arizona-wildcats,missouri-tigers,auburn-tigers,mississippi-state-bulldogs,kansas-state-wildcats,temple-owls
chris-murray,2015,3,ohio-state-buckeyes,michigan-state-spartans,tcu-horned-frogs,alabama-crimson-tide,ucla-bruins,baylor-bears,usc-trojans,georgia-bulldogs,notre-dame-fighting-irish,clemson-tigers,florida-state-seminoles,georgia-tech-yellow-jackets,texas-am-aggies,auburn-tigers,oregon-ducks,ole-miss-rebels,arizona-wildcats,oklahoma-sooners,lsu-tigers,missouri-tigers,northwestern-wildcats,kansas-state-wildcats,utah-utes,byu-cougars,wisconsin-badgers
daniel-berk,2015,3,ohio-state-buckeyes,tcu-horned-frogs,michigan-state-spartans,alabama-crimson-tide,baylor-bears,usc-trojans,florida-state-seminoles,clemson-tigers,lsu-tigers,oregon-ducks,auburn-tigers,notre-dame-fighting-irish,georgia-bulldogs,ucla-bruins,ole-miss-rebels,georgia-tech-yellow-jackets,arizona-wildcats,oklahoma-sooners,texas-am-aggies,missouri-tigers,wisconsin-badgers,utah-utes,byu-cougars,northwestern-wildcats,arizona-state-sun-devils
dave-reardon,2015,3,ohio-state-buckeyes,alabama-crimson-tide,baylor-bears,michigan-state-spartans,usc-trojans,tcu-horned-frogs,georgia-bulldogs,clemson-tigers,ucla-bruins,lsu-tigers,florida-state-seminoles,ole-miss-rebels,oregon-ducks,notre-dame-fighting-irish,georgia-tech-yellow-jackets,oklahoma-sooners,texas-am-aggies,arizona-wildcats,missouri-tigers,auburn-tigers,tennessee-volunteers,utah-utes,byu-cougars,mississippi-state-bulldogs,northwestern-wildcats
