Player,Borda Points
Harper,90
Goldschmidt,39
Arrieta,13
Rizzo,10
Greinke,9
Votto,8
McCutchen,6
Arenado,4
Bryant,1
Kershaw,0
Posey,0
Pollock,0
Cespedes,0
Gordon,0
Heyward,0
Carpenter,0
Cole,0
Granderson,0
Gonzalez,0
Rosenthal,0
